Date,City,State,Place,Corps,Class,Score,Year
06/11,Menasha,WI,1,Madison Scouts,World Class,69.2,1988
06/11,Kitchner,Ontario,1,Dutch Boy,World Class,51.4,1988
06/11,Twin Oaks,MI,1,Bandettes,World Class,37.8,1988
06/12,Janesville,WI,1,Madison Scouts,World Class,68.2,1988
06/11,Menasha,WI,2,Cavaliers,World Class,67.0,1988
06/11,Kitchner,Ontario,2,Ventures,World Class,40.0,1988
06/11,Twin Oaks,MI,2,Coachmen,World Class,25.1,1988
06/12,Janesville,WI,2,Cavaliers,World Class,66.4,1988
06/11,Menasha,WI,3,Phantom Regiment Cadets,World Class,37.0,1988
06/11,Kitchner,Ontario,3,Kiwanis Kavaliers,World Class,38.1,1988
06/11,Twin Oaks,MI,3,Pioneer,World Class,28.3,1988
06/12,Janesville,WI,3,Quad City Knights,World Class,30.8,1988
06/11,Menasha,WI,4,Quad City Knights,World Class,34.1,1988
06/11,Kitchner,Ontario,4,Cardinals,World Class,20.5,1988
06/11,Twin Oaks,MI,4,CapitolAires,World Class,24.0,1988
06/12,Janesville,WI,4,Guardsmen,World Class,28.6,1988
06/11,Menasha,WI,5,Guardsmen,World Class,32.6,1988
06/11,Kitchner,Ontario,5,Saint John's,World Class,19.5,1988
06/11,Twin Oaks,MI,5,Joliet Kingsmen,World Class,18.0,1988
06/12,Janesville,WI,5,Northmen-WI,World Class,25.9,1988
06/11,Menasha,WI,6,Blue Stars,World Class,28.6,1988
06/11,Kitchner,Ontario,6,Dutch Boy Cadets,World Class,13.0,1988
06/12,Janesville,WI,6,Madison Junior Scouts,World Class,21.3,1988
06/11,Menasha,WI,7,Northmen-WI,World Class,26.5,1988
06/11,Kitchner,Ontario,7,Northmen-NY,World Class,9.4,1988
06/11,Menasha,WI,8,Madison Junior Scouts,World Class,24.5,1988
06/17,Whitewater,WI,1,Madison Scouts,Open Class,69.4,1988
06/18,Colonie,NY,1,Rochester Crusaders,Open Class,70.8,1988
06/18,Morgan Hill,CA,1,Blue Devils,Open Class,69.9,1988
06/18,Lynn,MA,1,Garfield Cadets,Open Class,68.0,1988
06/17,Whitewater,WI,2,Bluecoats,Open Class,65.5,1988
06/18,Colonie,NY,2,New York Skyliners,Open Class,68.3,1988
06/18,Morgan Hill,CA,2,Vanguard,Open Class,66.3,1988
06/18,Lynn,MA,2,Crossmen,Open Class,57.8,1988
06/17,Whitewater,WI,3,Cavaliers,Open Class,64.8,1988
06/18,Colonie,NY,3,Sunrisers,Open Class,68.0,1988
06/18,Lynn,MA,3,Boston Crusaders,Open Class,55.7,1988
06/17,Whitewater,WI,4,Star of Indiana,Open Class,64.2,1988
06/18,Colonie,NY,4,Hawthorne Caballeros,Open Class,66.4,1988
06/18,Morgan Hill,CA,1,Mandarins,Open Class,45.7,1988
06/18,Lynn,MA,4,Spartans-NH,Open Class,32.6,1988
06/17,Whitewater,WI,5,Phantom Regiment,Open Class,63.6,1988
06/18,Colonie,NY,5,Connecticut Hurricanes,Open Class,54.6,1988
