Date,City,State,Place,Corps,Class,Score,Year
06/08,New Haven,CT,1,Reading Buccaneers,World Class,68.83,1968
06/15,Straton,CT,1,Connecticut Hurricanes,World Class,72.6,1968
06/15,Hershey,PA,1,Yankee Rebels,World Class,73.41,1968
06/22,Chambersburg,PA,1,Reading Buccaneers,World Class,80.95,1968
06/08,New Haven,CT,2,New York Skyliners,World Class,64.85,1968
06/15,Straton,CT,2,Reading Buccaneers,World Class,71.51,1968
06/15,Hershey,PA,2,Rochester Crusaders,World Class,72.7,1968
06/22,Chambersburg,PA,2,Yankee Rebels,World Class,76.06,1968
06/08,New Haven,CT,3,Hawthorne Caballeros,World Class,62.13,1968
06/15,Straton,CT,3,Hawthorne Caballeros,World Class,71.2,1968
06/15,Hershey,PA,3,Syracuse Brigadiers,World Class,70.98,1968
06/22,Chambersburg,PA,3,Rochester Crusaders,World Class,72.35,1968
06/08,New Haven,CT,4,Sunrisers,World Class,61.58,1968
06/15,Straton,CT,4,New York Skyliners,World Class,70.15,1968
06/15,Hershey,PA,4,Hamburg Kingsmen,World Class,62.63,1968
06/22,Chambersburg,PA,4,Westshoremen,World Class,62.7,1968
06/08,New Haven,CT,5,Yankee Rebels,World Class,61.2,1968
06/15,Straton,CT,5,Sunrisers,World Class,67.03,1968
06/15,Hershey,PA,5,Rockets,World Class,59.11,1968
06/22,Chambersburg,PA,5,Rockets,World Class,62.11,1968
06/22,Boston,MA,1,Sunrisers,World Class,67.42,1968
06/29,Syracuse,NY,1,Sunrisers,World Class,72.06,1968
06/29,Rochester,NY,1,Reading Buccaneers,World Class,80.66,1968
06/22,Boston,MA,2,Hawthorne Caballeros,World Class,66.76,1968
06/29,Syracuse,NY,2,Connecticut Hurricanes,World Class,71.01,1968
06/29,Rochester,NY,2,Hawthorne Caballeros,World Class,78.6,1968
06/22,Boston,MA,3,New York Skyliners,World Class,66.73,1968
06/29,Syracuse,NY,3,New York Skyliners,World Class,69.98,1968
06/29,Rochester,NY,3,Marksmen,World Class,73.5,1968
06/22,Boston,MA,4,Connecticut Hurricanes,World Class,64.87,1968
06/29,Syracuse,NY,4,Yankee Rebels,World Class,67.78,1968
06/29,Rochester,NY,4,Canadian Ambassadors,World Class,72.41,1968
06/22,Boston,MA,5,Syracuse Brigadiers,World Class,62.916,1968
06/29,Syracuse,NY,5,Les Diplomats,World Class,62.03,1968
06/29,Rochester,NY,5,Canadian Commanders,World Class,64.58,1968
06/22,Boston,MA,6,Marksmen,World Class,55.783,1968
06/29,Rochester,NY,6,Albion Grenadiers,World Class,61.62,1968
06/22,Boston,MA,7,Les Diplomats,World Class,49.983,1968
