Date,City,State,Place,Corps,Class,Score,Year
06/18,Oswego,IL,1,Cavaliers,World Class,75.1,2004
06/18,Menasha,WI,1,Madison Scouts,World Class,68.95,2004
06/19,Racine,WI,1,Pioneer,World Class,53.55,2004
06/19,Mankato,MN,1,Phantom Regiment,World Class,69.35,2004
06/18,Oswego,IL,2,Glassmen,World Class,63.7,2004
06/18,Menasha,WI,2,Phantom Regiment,World Class,68.2,2004
06/19,Mankato,MN,2,Madison Scouts,World Class,68.95,2004
06/18,Oswego,IL,3,Pioneer,World Class,51.1,2004
06/18,Menasha,WI,3,Colts,World Class,59.2,2004
06/19,Racine,WI,1,Bandettes,World Class,30.85,2004
06/19,Mankato,MN,3,Blue Knights,World Class,64.75,2004
06/19,Racine,WI,2,Capital Sound,World Class,30.15,2004
06/19,Mankato,MN,4,Colts,World Class,60.0,2004
06/18,Oswego,IL,1,Memphis Sound,World Class,51.35,2004
06/18,Menasha,WI,1,Blue Stars,World Class,55.1,2004
06/19,Racine,WI,3,Joliet Kingsmen,World Class,22.95,2004
06/18,Oswego,IL,2,Glory Cadets,World Class,44.6,2004
06/18,Menasha,WI,2,Americanos,World Class,42.75,2004
06/19,Mankato,MN,1,Blue Stars,World Class,57.35,2004
06/18,Oswego,IL,3,Capital Sound,World Class,38.2,2004
06/19,Racine,WI,1,Kilties,World Class,44.0,2004
06/19,Mankato,MN,2,Americanos,World Class,46.2,2004
06/19,Mankato,MN,1,Minnesota Brass,World Class,60.65,2004
06/19,Mankato,MN,2,Govenaires,World Class,46.55,2004
06/19,Mankato,MN,3,"Chops, Inc.",World Class,33.15,2004
06/19,Stockton,CA,1,Blue Devils,World Class,76.6,2004
06/19,Toledo,OH,1,Cavaliers,World Class,77.35,2004
06/19,Wildwood,NJ,1,Syracuse Brigadiers,World Class,74.913,2004
06/20,Menomonee,WI,1,Phantom Regiment,World Class,71.7,2004
06/19,Stockton,CA,2,Vanguard,World Class,75.9,2004
06/19,Toledo,OH,2,Cadets,World Class,77.0,2004
06/19,Wildwood,NJ,2,Hawthorne Caballeros,World Class,72.638,2004
06/20,Menomonee,WI,2,Madison Scouts,World Class,71.2,2004
06/19,Stockton,CA,3,Mandarins,World Class,60.8,2004
06/19,Toledo,OH,3,Bluecoats,World Class,70.1,2004
06/19,Wildwood,NJ,3,Reading Buccaneers,World Class,71.638,2004
06/20,Menomonee,WI,3,Blue Knights,World Class,67.4,2004
06/19,Stockton,CA,4,Pacific Crest,World Class,60.65,2004
06/19,Toledo,OH,4,Glassmen,World Class,66.25,2004
06/19,Wildwood,NJ,4,Connecticut Hurricanes,World Class,63.586,2004
06/19,Stockton,CA,5,Esperanza,World Class,57.85,2004
06/19,Toledo,OH,5,Capital Regiment,World Class,60.8,2004
06/19,Wildwood,NJ,5,New York Skyliners,World Class,63.238,2004
06/20,Menomonee,WI,1,Blue Stars,World Class,60.05,2004
06/19,Toledo,OH,6,Southwind,World Class,56.0,2004
06/20,Menomonee,WI,2,Americanos,World Class,45.3,2004
06/19,Stockton,CA,1,Academy,World Class,64.3,2004
06/19,Toledo,OH,7,Kiwanis Kavaliers,World Class,50.95,2004
06/20,Menomonee,WI,3,Capital Sound,World Class,40.2,2004
06/19,Stockton,CA,2,Vanguard Cadets,World Class,61.85,2004
06/20,Menomonee,WI,4,Colt Cadets,World Class,32.0,2004
06/19,Stockton,CA,3,Fever,World Class,56.6,2004
06/19,Toledo,OH,1,Memphis Sound,World Class,51.5,2004
06/19,Stockton,CA,4,Blue Devils B,World Class,56.35,2004
06/19,Toledo,OH,2,Glory Cadets,World Class,43.2,2004
06/20,Menomonee,WI,1,Minnesota Brass,World Class,63.05,2004
06/19,Stockton,CA,5,Blue Devils C,World Class,40.25,2004
06/20,Menomonee,WI,2,"Chops, Inc.",World Class,32.3,2004
06/19,Stockton,CA,1,Renegades,World Class,65.1,2004
06/19,Stockton,CA,2,River City Regiment,World Class,46.2,2004
