Date,City,State,Place,Corps,Class,Score,Year
06/20,Detroit,MI,1,Bluecoats,World Class,71.15,2019
06/21,Clovis,CA,1,Vanguard,World Class,72.35,2019
06/22,Milton,PA,1,Reading Buccaneers,DCA Open Class,74.5,2019
06/20,Detroit,MI,2,Carolina Crown,World Class,70.9,2019
06/21,Clovis,CA,2,Blue Devils,World Class,71.7,2019
06/22,Milton,PA,2,White Sabers,DCA Open Class,66.8,2019
06/20,Detroit,MI,3,Boston Crusaders,World Class,70.05,2019
06/21,Clovis,CA,3,Cavaliers,World Class,70.2,2019
06/22,Milton,PA,3,Bushwackers,DCA Open Class,63.95,2019
06/20,Detroit,MI,4,Cadets,World Class,67.1,2019
06/21,Clovis,CA,4,Mandarins,World Class,67.1,2019
06/20,Detroit,MI,5,Blue Stars,World Class,65.45,2019
06/21,Clovis,CA,5,Academy,World Class,64.6,2019
06/22,Milton,PA,1,Columbus Saints,DCA A Class,51.15,2019
06/20,Detroit,MI,6,Phantom Regiment,World Class,63.25,2019
06/21,Clovis,CA,6,Troopers,World Class,60.45,2019
06/21,Clovis,CA,1,Blue Devils B,Open Class,57.6,2019
06/21,Clovis,CA,2,Vanguard Cadets,Open Class,54.9,2019
06/21,Clovis,CA,3,Golden Empire,Open Class,49.65,2019
06/21,Clovis,CA,4,Blue Devils C,Open Class,41.4,2019
06/22,North Canton,OH,1,Bluecoats,World Class,71.85,2019
06/22,Madison,WI,1,Carolina Crown,World Class,72.65,2019
06/22,Stanford,CA,1,Vanguard,World Class,73.0,2019
06/23,Zionsville,IN,1,Carolina Crown,World Class,73.35,2019
06/22,North Canton,OH,2,Boston Crusaders,World Class,70.7,2019
06/22,Madison,WI,2,Blue Stars,World Class,66.9,2019
06/22,Stanford,CA,2,Blue Devils,World Class,72.35,2019
06/23,Zionsville,IN,2,Cadets,World Class,69.3,2019
06/22,North Canton,OH,3,Cadets,World Class,67.2,2019
06/22,Madison,WI,3,Crossmen,World Class,64.05,2019
06/22,Stanford,CA,3,Cavaliers,World Class,71.0,2019
06/23,Zionsville,IN,3,Blue Stars,World Class,68.15,2019
06/22,North Canton,OH,4,Phantom Regiment,World Class,63.5,2019
06/22,Madison,WI,4,Madison Scouts,World Class,63.0,2019
06/22,Stanford,CA,4,Mandarins,World Class,67.85,2019
06/23,Zionsville,IN,4,Crossmen,World Class,66.85,2019
06/22,Madison,WI,5,Colts,World Class,61.9,2019
06/22,Stanford,CA,5,Academy,World Class,64.95,2019
06/23,Zionsville,IN,5,Colts,World Class,64.45,2019
06/22,Stanford,CA,6,Troopers,World Class,61.45,2019
06/23,Zionsville,IN,6,Madison Scouts,World Class,62.4,2019
06/22,Stanford,CA,1,Blue Devils B,Open Class,58.8,2019
06/23,Zionsville,IN,1,Cincinnati Tradition,DCA Open Class,67.4,2019
06/22,Stanford,CA,2,Vanguard Cadets,Open Class,55.5,2019
06/22,Stanford,CA,3,Blue Devils C,Open Class,43.25,2019
06/23,Sacramento,CA,1,Vanguard,World Class,74.3,2019
06/24,Evansville,IN,1,Carolina Crown,World Class,74.95,2019
06/25,Hamilton,OH,1,Bluecoats,World Class,75.4,2019
06/26,Pittsburgh,PA,1,Bluecoats,World Class,77.2,2019
06/23,Sacramento,CA,2,Blue Devils,World Class,73.9,2019
06/24,Evansville,IN,2,Boston Crusaders,World Class,73.8,2019
06/25,Hamilton,OH,2,Cadets,World Class,71.1,2019
06/26,Pittsburgh,PA,2,Boston Crusaders,World Class,75.95,2019
06/23,Sacramento,CA,3,Cavaliers,World Class,72.1,2019
06/24,Evansville,IN,3,Blue Stars,World Class,69.25,2019
06/25,Hamilton,OH,3,Spirit of Atlanta,World Class,67.9,2019
06/26,Pittsburgh,PA,3,Cadets,World Class,72.1,2019
06/23,Sacramento,CA,4,Mandarins,World Class,69.7,2019
06/24,Evansville,IN,4,Crossmen,World Class,67.55,2019
06/25,Hamilton,OH,4,Colts,World Class,65.3,2019
06/26,Pittsburgh,PA,4,Spirit of Atlanta,World Class,68.4,2019
06/23,Sacramento,CA,5,Academy,World Class,65.75,2019
06/24,Evansville,IN,5,Spirit of Atlanta,World Class,66.85,2019
06/25,Hamilton,OH,5,Madison Scouts,World Class,63.45,2019
06/26,Pittsburgh,PA,5,Music City,World Class,60.25,2019
06/23,Sacramento,CA,6,Troopers,World Class,62.7,2019
06/24,Evansville,IN,6,Phantom Regiment,World Class,65.8,2019
06/24,Evansville,IN,7,Music City,World Class,58.8,2019
06/25,Hamilton,OH,1,Cincinnati Tradition,DCA Open Class,66.35,2019
06/23,Sacramento,CA,1,Blue Devils B,Open Class,59.8,2019
06/23,Sacramento,CA,2,Vanguard Cadets,Open Class,56.65,2019
06/23,Sacramento,CA,3,Blue Devils C,Open Class,43.25,2019
06/28,Allentown,PA,1,Bluecoats,World Class,78.65,2019
06/28,Muncie,IN,1,Carolina Crown,World Class,76.05,2019
06/28,Vista,CA,1,Vanguard,World Class,77.0,2019
06/29,Bridgeport,CT,1,Hawthorne Caballeros,DCA Open Class,76.15,2019
06/28,Allentown,PA,2,Boston Crusaders,World Class,77.0,2019
06/28,Muncie,IN,2,Blue Stars,World Class,71.8,2019
06/28,Vista,CA,2,Cavaliers,World Class,74.8,2019
06/29,Bridgeport,CT,2,White Sabers,DCA Open Class,72.4,2019
06/28,Allentown,PA,3,Cadets,World Class,73.6,2019
06/28,Muncie,IN,3,Crossmen,World Class,69.8,2019
06/28,Vista,CA,3,Blue Knights,World Class,71.5,2019
06/29,Bridgeport,CT,3,Connecticut Hurricanes,DCA Open Class,69.7,2019
06/28,Allentown,PA,4,Music City,World Class,62.55,2019
06/28,Muncie,IN,4,Spirit of Atlanta,World Class,68.75,2019
06/28,Vista,CA,4,Mandarins,World Class,70.05,2019
06/29,Bridgeport,CT,4,Fusion Core,DCA Open Class,69.05,2019
06/28,Muncie,IN,5,Phantom Regiment,World Class,67.3,2019
06/28,Vista,CA,5,Troopers,World Class,63.05,2019
06/29,Bridgeport,CT,5,Sunrisers,DCA Open Class,61.25,2019
06/28,Allentown,PA,1,Raiders,Open Class,50.45,2019
06/28,Muncie,IN,6,Colts,World Class,66.2,2019
06/28,Vista,CA,6,Pacific Crest,World Class,62.15,2019
06/28,Allentown,PA,2,Encorps,Open Class,46.8,2019
06/28,Muncie,IN,7,Madison Scouts,World Class,63.7,2019
06/28,Vista,CA,7,Genesis,World Class,57.4,2019
06/28,Vista,CA,1,Gold,Open Class,54.95,2019
06/28,Vista,CA,2,Golden Empire,Open Class,50.5,2019
06/28,Vista,CA,3,Vessel,Open Class,48.55,2019
06/28,Vista,CA,4,Watchmen,Open Class,44.7,2019
06/28,Vista,CA,5,Impulse,Open Class,40.65,2019
06/28,Vista,CA,6,Incognito,Open Class,38.3,2019
06/29,Lawrence,MA,1,Bluecoats,World Class,79.9,2019
06/29,Rockford,IL,1,Carolina Crown,World Class,78.3,2019
06/29,Pasadena,CA,1,Vanguard,World Class,78.55,2019
06/30,Rochester,MN,1,Blue Stars,World Class,74.95,2019
06/29,Lawrence,MA,2,Boston Crusaders,World Class,78.35,2019
06/29,Rockford,IL,2,Blue Stars,World Class,73.95,2019
06/29,Pasadena,CA,2,Blue Devils,World Class,78.15,2019
06/30,Rochester,MN,2,Crossmen,World Class,73.35,2019
06/29,Lawrence,MA,3,Cadets,World Class,74.45,2019
06/29,Rockford,IL,3,Crossmen,World Class,71.6,2019
06/29,Pasadena,CA,3,Cavaliers,World Class,75.85,2019
06/30,Rochester,MN,3,Spirit of Atlanta,World Class,71.55,2019
06/29,Lawrence,MA,4,Music City,World Class,62.8,2019
06/29,Rockford,IL,4,Spirit of Atlanta,World Class,70.15,2019
06/29,Pasadena,CA,4,Blue Knights,World Class,72.9,2019
06/30,Rochester,MN,4,Phantom Regiment,World Class,71.3,2019
06/29,Rockford,IL,5,Phantom Regiment,World Class,69.2,2019
06/29,Pasadena,CA,5,Mandarins,World Class,71.85,2019
06/30,Rochester,MN,5,Colts,World Class,68.75,2019
06/29,Lawrence,MA,1,Spartans,Open Class,59.3,2019
06/29,Rockford,IL,6,Colts,World Class,67.0,2019
06/29,Pasadena,CA,6,Academy,World Class,67.2,2019
06/30,Rochester,MN,6,Madison Scouts,World Class,66.65,2019
06/29,Lawrence,MA,2,7th Regiment,Open Class,52.35,2019
06/29,Rockford,IL,7,Madison Scouts,World Class,65.2,2019
06/29,Pasadena,CA,7,Troopers,World Class,63.25,2019
06/29,Pasadena,CA,8,Pacific Crest,World Class,61.85,2019
06/30,Rochester,MN,1,Colt Cadets,Open Class,47.75,2019
06/29,Rockford,IL,1,Colt Cadets,Open Class,47.5,2019
06/29,Pasadena,CA,9,Genesis,World Class,58.15,2019
06/29,Pasadena,CA,1,Gold,Open Class,55.7,2019
06/29,Pasadena,CA,2,Golden Empire,Open Class,52.65,2019
06/29,Pasadena,CA,3,Vessel,Open Class,49.75,2019
06/29,Pasadena,CA,4,Watchmen,Open Class,46.95,2019
06/29,Pasadena,CA,5,Impulse,Open Class,43.6,2019
06/29,Pasadena,CA,6,Incognito,Open Class,40.85,2019
06/29,Lawrence,MA,1,Blue Devils,World Class,78.6,2019
06/29,Lawrence,MA,2,Vanguard,World Class,78.55,2019
06/29,Lawrence,MA,3,Cavaliers,World Class,75.9,2019
06/29,Lawrence,MA,4,Blue Knights,World Class,73.3,2019
06/29,Lawrence,MA,5,Mandarins,World Class,71.95,2019
06/29,Lawrence,MA,6,Academy,World Class,67.55,2019
06/29,Lawrence,MA,7,Troopers,World Class,64.9,2019
06/29,Lawrence,MA,8,Pacific Crest,World Class,63.3,2019
06/29,Lawrence,MA,9,Genesis,World Class,59.8,2019
06/29,Lawrence,MA,1,Gold,Open Class,57.15,2019
06/29,Lawrence,MA,2,Golden Empire,Open Class,53.7,2019
06/29,Lawrence,MA,3,Vessel,Open Class,51.35,2019
06/29,Lawrence,MA,4,Watchmen,Open Class,46.3,2019
06/29,Lawrence,MA,5,Impulse,Open Class,42.9,2019
06/29,Lawrence,MA,6,Incognito,Open Class,42.05,2019
07/01,Lynn,MA,1,Bluecoats,World Class,81.75,2019
07/01,Mesa,AZ,1,Vanguard,World Class,79.7,2019
07/02,East Rutherford,NJ,1,Bluecoats,World Class,81.8,2019
07/02,Wausau,WI,1,Blue Stars,World Class,75.95,2019
07/01,Lynn,MA,2,Cadets,World Class,76.25,2019
07/01,Mesa,AZ,2,Cavaliers,World Class,77.1,2019
07/02,East Rutherford,NJ,2,Boston Crusaders,World Class,79.95,2019
07/02,Wausau,WI,2,Crossmen,World Class,74.0,2019
07/01,Lynn,MA,3,Music City,World Class,64.3,2019
07/01,Mesa,AZ,3,Academy,World Class,67.4,2019
07/02,East Rutherford,NJ,3,Cadets,World Class,76.65,2019
07/02,Wausau,WI,3,Colts,World Class,69.35,2019
07/01,Mesa,AZ,4,Troopers,World Class,66.2,2019
07/02,East Rutherford,NJ,4,Music City,World Class,65.55,2019
07/02,Wausau,WI,4,Madison Scouts,World Class,67.6,2019
07/01,Lynn,MA,1,Spartans,Open Class,60.9,2019
07/02,East Rutherford,NJ,5,Jersey Surf,World Class,63.95,2019
07/01,Lynn,MA,2,7th Regiment,Open Class,55.25,2019
07/02,Wausau,WI,1,River City Rhythm,Open Class,52.0,2019
07/02,East Rutherford,NJ,1,7th Regiment,Open Class,57.3,2019
07/02,Wausau,WI,2,Colt Cadets,Open Class,47.65,2019
07/02,East Rutherford,NJ,2,Raiders,Open Class,49.35,2019
07/02,East Rutherford,NJ,3,Encorps,Open Class,47.45,2019
07/03,Cedarburg,WI,1,Blue Stars,World Class,77.85,2019
07/05,Lexington,SC,1,Boston Crusaders,World Class,80.8,2019
07/05,Lisle,IL,1,Bluecoats,World Class,82.6,2019
07/03,Cedarburg,WI,2,Crossmen,World Class,75.9,2019
07/05,Lexington,SC,2,Carolina Crown,World Class,80.65,2019
07/05,Lisle,IL,2,Vanguard,World Class,81.95,2019
07/03,Cedarburg,WI,3,Phantom Regiment,World Class,75.05,2019
07/05,Lexington,SC,3,Phantom Regiment,World Class,74.4,2019
07/05,Lisle,IL,3,Cavaliers,World Class,79.05,2019
07/03,Cedarburg,WI,4,Colts,World Class,71.45,2019
07/05,Lexington,SC,4,Spirit of Atlanta,World Class,73.15,2019
07/05,Lisle,IL,4,Cadets,World Class,78.0,2019
07/03,Cedarburg,WI,5,Madison Scouts,World Class,68.6,2019
07/05,Lexington,SC,5,Music City,World Class,66.45,2019
07/05,Lisle,IL,5,Blue Stars,World Class,76.4,2019
07/05,Lexington,SC,6,Jersey Surf,World Class,64.65,2019
07/05,Lisle,IL,6,Colts,World Class,72.25,2019
07/03,Cedarburg,WI,1,River City Rhythm,Open Class,53.6,2019
07/05,Lisle,IL,7,Academy,World Class,68.85,2019
07/03,Cedarburg,WI,2,Colt Cadets,Open Class,48.05,2019
07/05,Lisle,IL,1,Legends,Open Class,58.55,2019
07/05,Camas,WA,1,Blue Devils,World Class,81.1,2019
07/05,Sacramento,CA,1,Mandarins,World Class,75.5,2019
07/05,Camas,WA,2,Blue Knights,World Class,74.7,2019
07/05,Sacramento,CA,2,Pacific Crest,World Class,66.95,2019
07/05,Camas,WA,3,Troopers,World Class,67.1,2019
07/05,Camas,WA,4,Genesis,World Class,61.35,2019
07/05,Sacramento,CA,1,Blue Devils B,Open Class,63.45,2019
07/05,Camas,WA,5,Seattle Cascades,World Class,59.35,2019
07/05,Sacramento,CA,2,Vanguard Cadets,Open Class,61.05,2019
07/05,Sacramento,CA,3,Blue Devils C,Open Class,47.15,2019
07/05,Camas,WA,1,Battalion,Open Class,54.65,2019
07/05,Camas,WA,2,Columbians,Open Class,52.3,2019
07/06,Whitewater,WI,1,Bluecoats,World Class,83.8,2019
07/06,Renton,WA,1,Blue Devils,World Class,82.95,2019
07/07,Menominee,WI,1,Bluecoats,World Class,84.9,2019
07/08,Valdosta,GA,1,Carolina Crown,World Class,81.9,2019
07/06,Whitewater,WI,2,Vanguard,World Class,83.0,2019
07/06,Renton,WA,2,Blue Knights,World Class,75.8,2019
07/07,Menominee,WI,2,Vanguard,World Class,84.0,2019
07/08,Valdosta,GA,2,Phantom Regiment,World Class,75.3,2019
07/06,Whitewater,WI,3,Cavaliers,World Class,80.05,2019
07/06,Renton,WA,3,Troopers,World Class,67.65,2019
07/07,Menominee,WI,3,Cadets,World Class,79.0,2019
07/08,Valdosta,GA,3,Spirit of Atlanta,World Class,73.7,2019
07/06,Whitewater,WI,4,Cadets,World Class,78.35,2019
07/06,Renton,WA,4,Genesis,World Class,60.75,2019
07/07,Menominee,WI,4,Blue Stars,World Class,77.75,2019
07/08,Valdosta,GA,4,Music City,World Class,67.85,2019
07/06,Whitewater,WI,5,Blue Stars,World Class,76.55,2019
07/06,Renton,WA,5,Seattle Cascades,World Class,57.7,2019
07/07,Menominee,WI,5,Crossmen,World Class,76.65,2019
07/08,Valdosta,GA,5,Jersey Surf,World Class,65.65,2019
07/06,Whitewater,WI,6,Crossmen,World Class,75.95,2019
07/07,Menominee,WI,6,Colts,World Class,72.6,2019
07/06,Whitewater,WI,7,Academy,World Class,70.8,2019
07/06,Renton,WA,1,Battalion,Open Class,54.85,2019
07/07,Menominee,WI,7,Academy,World Class,71.9,2019
07/08,Valdosta,GA,1,Southwind,Open Class,58.85,2019
07/06,Whitewater,WI,8,Madison Scouts,World Class,69.65,2019
07/06,Renton,WA,2,Columbians,Open Class,52.45,2019
07/07,Menominee,WI,8,Madison Scouts,World Class,70.05,2019
07/08,Valdosta,GA,2,Louisiana Stars,Open Class,57.85,2019
07/06,Whitewater,WI,1,Legends,Open Class,61.0,2019
07/07,Menominee,WI,1,Legends,Open Class,60.75,2019
07/06,Whitewater,WI,2,Colt Cadets,Open Class,50.85,2019
