Date,City,State,Place,Corps,Class,Score,Year
06/12,Middleton,WI,1,Madison Scouts,World Class,67.75,2003
06/13,Oswego,IL,1,Cavaliers,World Class,74.75,2003
06/13,Racine,WI,1,Madison Scouts,World Class,70.3,2003
06/14,Toledo,OH,1,Cavaliers,World Class,72.95,2003
06/12,Middleton,WI,2,Colts,World Class,62.75,2003
06/13,Oswego,IL,2,Glassmen,World Class,65.8,2003
06/13,Racine,WI,2,Colts,World Class,67.4,2003
06/14,Toledo,OH,2,Phantom Regiment,World Class,68.75,2003
06/12,Middleton,WI,3,Capital Sound,World Class,52.05,2003
06/13,Oswego,IL,3,Capital Sound,World Class,51.6,2003
06/13,Racine,WI,3,Blue Stars,World Class,45.85,2003
06/14,Toledo,OH,3,Glassmen,World Class,65.0,2003
06/12,Middleton,WI,4,Blue Stars,World Class,47.0,2003
06/13,Oswego,IL,4,Pioneer,World Class,51.4,2003
06/14,Toledo,OH,4,Capital Regiment,World Class,53.95,2003
06/12,Middleton,WI,5,Americanos,World Class,39.0,2003
06/13,Oswego,IL,5,Americanos,World Class,40.05,2003
06/13,Racine,WI,1,Kilties,World Class,41.5,2003
06/14,Toledo,OH,5,Southwind,World Class,53.4,2003
06/12,Middleton,WI,6,Joliet Kingsmen,World Class,26.15,2003
06/13,Oswego,IL,6,Joliet Kingsmen,World Class,26.35,2003
06/14,Toledo,OH,6,Marion Glory Cadets,World Class,36.65,2003
06/14,Toledo,OH,7,Dimensions,World Class,33.3,2003
06/14,Menasha,WI,1,Madison Scouts,World Class,71.85,2003
06/15,Menomonie,WI,1,Madison Scouts,World Class,72.7,2003
06/16,Portage,MI,1,Cavaliers,World Class,73.85,2003
06/17,Crown Point,IN,1,Cavaliers,World Class,75.8,2003
06/14,Menasha,WI,2,Colts,World Class,65.6,2003
06/15,Menomonie,WI,2,Colts,World Class,65.35,2003
06/16,Portage,MI,2,Phantom Regiment,World Class,71.0,2003
06/17,Crown Point,IN,2,Madison Scouts,World Class,69.8,2003
06/14,Menasha,WI,3,Capital Sound,World Class,57.15,2003
06/15,Menomonie,WI,3,Minnesota Brass,World Class,59.6,2003
06/16,Portage,MI,3,Capital Regiment,World Class,54.5,2003
06/17,Crown Point,IN,3,Glassmen,World Class,66.75,2003
06/14,Menasha,WI,4,Pioneer,World Class,52.55,2003
06/15,Menomonie,WI,4,Capital Sound,World Class,57.05,2003
06/16,Portage,MI,4,Southwind,World Class,53.1,2003
06/17,Crown Point,IN,4,Colts,World Class,63.1,2003
06/14,Menasha,WI,5,Blue Stars,World Class,47.1,2003
06/15,Menomonie,WI,5,Pioneer,World Class,53.35,2003
06/16,Portage,MI,5,Marion Glory Cadets,World Class,37.75,2003
06/17,Crown Point,IN,5,Southwind,World Class,52.75,2003
06/14,Menasha,WI,6,Americanos,World Class,42.65,2003
06/15,Menomonie,WI,6,Blue Stars,World Class,49.6,2003
06/16,Portage,MI,6,Dimensions,World Class,30.15,2003
06/17,Crown Point,IN,6,Marion Glory Cadets,World Class,35.25,2003
06/14,Menasha,WI,7,Racine Scouts,World Class,28.55,2003
06/15,Menomonie,WI,7,Americanos,World Class,42.8,2003
06/16,Portage,MI,7,Scenic City,World Class,27.2,2003
06/17,Crown Point,IN,7,Scenic City,World Class,27.6,2003
06/15,Menomonie,WI,8,Decorah Kilties,World Class,29.05,2003
06/14,Menasha,WI,1,Kilties,World Class,39.35,2003
06/15,Menomonie,WI,1,"Chops, Inc.",World Class,42.4,2003
06/18,Harrison,OH,1,Phantom Regiment,World Class,72.35,2003
06/20,Sevierville,TN,1,Cavaliers,World Class,76.25,2003
06/20,Columbus,OH,1,Phantom Regiment,World Class,73.15,2003
06/20,Norwalk,CA,1,Blue Devils,World Class,74.9,2003
06/18,Harrison,OH,2,Madison Scouts,World Class,69.6,2003
06/20,Sevierville,TN,2,Cadets,World Class,74.35,2003
06/20,Columbus,OH,2,Madison Scouts,World Class,69.75,2003
06/20,Norwalk,CA,2,Vanguard,World Class,71.9,2003
06/18,Harrison,OH,3,Bluecoats,World Class,67.75,2003
06/20,Sevierville,TN,3,Bluecoats,World Class,67.6,2003
06/20,Columbus,OH,3,Glassmen,World Class,64.8,2003
06/20,Norwalk,CA,3,Blue Knights,World Class,65.7,2003
06/18,Harrison,OH,4,Glassmen,World Class,65.2,2003
06/20,Sevierville,TN,4,Spirit,World Class,65.0,2003
06/20,Columbus,OH,4,Colts,World Class,61.8,2003
06/20,Norwalk,CA,4,Pacific Crest,World Class,63.85,2003
06/18,Harrison,OH,5,Capital Regiment,World Class,55.4,2003
06/20,Sevierville,TN,5,Magic of Orlando,World Class,61.35,2003
06/20,Columbus,OH,5,Capital Regiment,World Class,56.7,2003
06/20,Norwalk,CA,5,Mandarins,World Class,61.9,2003
06/18,Harrison,OH,6,Marion Glory Cadets,World Class,36.7,2003
06/20,Sevierville,TN,6,Carolina Crown,World Class,59.9,2003
06/20,Columbus,OH,6,Southwind,World Class,54.55,2003
06/18,Harrison,OH,7,Dimensions,World Class,33.65,2003
06/20,Columbus,OH,7,Marion Glory Cadets,World Class,40.45,2003
06/20,Norwalk,CA,1,Esperanza,World Class,67.0,2003
06/18,Harrison,OH,8,Scenic City,World Class,28.9,2003
06/20,Sevierville,TN,1,Memphis Sound,World Class,48.7,2003
06/20,Columbus,OH,8,Americanos,World Class,33.8,2003
06/20,Norwalk,CA,2,Vanguard Cadets,World Class,61.75,2003
06/20,Sevierville,TN,2,Scenic City,World Class,39.2,2003
06/20,Norwalk,CA,3,Blue Devils B,World Class,56.6,2003
06/20,Norwalk,CA,4,Impulse,World Class,56.2,2003
06/20,Norwalk,CA,5,Alliance,World Class,45.7,2003
06/20,Norwalk,CA,1,Dream,World Class,49.2,2003
06/21,Louisville,KY,1,Cavaliers,World Class,78.5,2003
06/21,San Diego,CA,1,Blue Devils,World Class,77.3,2003
06/21,Waukesha,WI,1,Phantom Regiment,World Class,74.55,2003
06/22,Woodstock,IL,1,Phantom Regiment,World Class,75.7,2003
06/21,Louisville,KY,2,Cadets,World Class,76.1,2003
06/21,San Diego,CA,2,Vanguard,World Class,73.9,2003
06/21,Waukesha,WI,2,Capital Regiment,World Class,59.25,2003
06/22,Woodstock,IL,2,Capital Sound,World Class,56.95,2003
06/21,Louisville,KY,3,Bluecoats,World Class,68.9,2003
06/21,San Diego,CA,3,Blue Knights,World Class,68.05,2003
06/21,Waukesha,WI,3,Capital Sound,World Class,57.3,2003
06/22,Woodstock,IL,3,Pioneer,World Class,55.9,2003
06/21,Louisville,KY,4,Madison Scouts,World Class,66.35,2003
06/21,San Diego,CA,4,Pacific Crest,World Class,62.9,2003
06/21,Waukesha,WI,4,Govenaires,World Class,50.35,2003
06/22,Woodstock,IL,4,Blue Stars,World Class,52.7,2003
06/21,Louisville,KY,5,Spirit,World Class,65.05,2003
06/21,San Diego,CA,5,Mandarins,World Class,62.55,2003
06/21,Waukesha,WI,5,Bandettes,World Class,39.3,2003
06/22,Woodstock,IL,5,Joliet Kingsmen,World Class,31.65,2003
06/21,Louisville,KY,6,Carolina Crown,World Class,64.5,2003
06/21,Waukesha,WI,6,Racine Scouts,World Class,28.85,2003
06/21,Louisville,KY,7,Glassmen,World Class,64.15,2003
06/21,San Diego,CA,1,Esperanza,World Class,71.55,2003
06/22,Woodstock,IL,1,Kilties,World Class,44.35,2003
06/21,Louisville,KY,8,Magic of Orlando,World Class,63.7,2003
06/21,San Diego,CA,2,Vanguard Cadets,World Class,66.45,2003
06/21,Waukesha,WI,1,Kilties,World Class,40.8,2003
06/21,Louisville,KY,9,Colts,World Class,59.25,2003
06/21,San Diego,CA,3,Blue Devils B,World Class,61.3,2003
06/21,Louisville,KY,10,Southwind,World Class,55.8,2003
06/21,San Diego,CA,4,Impulse,World Class,58.15,2003
06/21,San Diego,CA,5,Alliance,World Class,47.95,2003
06/21,Louisville,KY,1,Marion Glory Cadets,World Class,55.1,2003
06/21,Louisville,KY,2,Eklipse,World Class,52.05,2003
06/21,San Diego,CA,1,Dream,World Class,50.65,2003
06/21,Louisville,KY,3,Americanos,World Class,41.55,2003
06/22,Birmingham,AL,1,Madison Scouts,World Class,68.9,2003
06/22,Riverside,CA,1,Blue Devils,World Class,79.05,2003
06/23,Rockford,IL,1,Cavaliers,World Class,80.65,2003
06/23,Atlanta,GA,1,Bluecoats,World Class,70.7,2003
06/22,Birmingham,AL,2,Crossmen,World Class,66.9,2003
06/22,Riverside,CA,2,Vanguard,World Class,74.55,2003
06/23,Rockford,IL,2,Cadets,World Class,79.15,2003
06/23,Atlanta,GA,2,Crossmen,World Class,70.15,2003
06/22,Birmingham,AL,3,Spirit,World Class,66.35,2003
06/22,Riverside,CA,3,Blue Knights,World Class,68.7,2003
06/23,Rockford,IL,3,Phantom Regiment,World Class,76.2,2003
06/23,Atlanta,GA,3,Spirit,World Class,68.95,2003
06/22,Birmingham,AL,4,Glassmen,World Class,64.95,2003
06/22,Riverside,CA,4,Mandarins,World Class,63.55,2003
