Date,City,State,Place,Corps,Class,Score,Year
06/21,Detroit,MI,1,Bluecoats,World Class,70.3,2018
06/22,Clovis,CA,1,Blue Devils,World Class,71.3,2018
06/23,Milton,PA,1,Reading Buccaneers,DCA Open Class,71.6,2018
06/21,Detroit,MI,2,Carolina Crown,World Class,70.0,2018
06/22,Clovis,CA,2,Vanguard,World Class,70.7,2018
06/23,Milton,PA,2,Cadets 2,DCA Open Class,70.6,2018
06/21,Detroit,MI,3,Cavaliers,World Class,69.35,2018
06/22,Clovis,CA,3,Blue Knights,World Class,66.65,2018
06/23,Milton,PA,3,White Sabers,DCA Open Class,66.9,2018
06/21,Detroit,MI,4,Boston Crusaders,World Class,67.3,2018
06/22,Clovis,CA,4,Mandarins,World Class,62.95,2018
06/23,Milton,PA,4,Fusion Core,DCA Open Class,65.7,2018
06/21,Detroit,MI,5,Phantom Regiment,World Class,64.0,2018
06/22,Clovis,CA,5,Academy,World Class,61.55,2018
06/21,Detroit,MI,6,Blue Stars,World Class,62.0,2018
06/22,Clovis,CA,6,Troopers,World Class,58.05,2018
06/23,Milton,PA,1,Erie Thunderbirds,DCA A Class,57.4,2018
06/22,Clovis,CA,1,Blue Devils B,Open Class,55.85,2018
06/22,Clovis,CA,2,Vanguard Cadets,Open Class,52.7,2018
06/22,Clovis,CA,3,Blue Devils C,Open Class,36.55,2018
06/23,Akron,OH,1,Bluecoats,World Class,71.6,2018
06/23,Whitewater,WI,1,Cavaliers,World Class,70.75,2018
06/23,Stanford,CA,1,Vanguard,World Class,72.7,2018
06/24,Michigan City,IN,1,Cavaliers,World Class,72.2,2018
06/23,Akron,OH,2,Carolina Crown,World Class,70.6,2018
06/23,Whitewater,WI,2,Boston Crusaders,World Class,69.4,2018
06/23,Stanford,CA,2,Blue Devils,World Class,72.1,2018
06/24,Michigan City,IN,2,Boston Crusaders,World Class,70.5,2018
06/23,Akron,OH,3,Cadets,World Class,66.9,2018
06/23,Whitewater,WI,3,Blue Stars,World Class,63.8,2018
06/23,Stanford,CA,3,Blue Knights,World Class,67.05,2018
06/24,Michigan City,IN,3,Cadets,World Class,68.45,2018
06/23,Akron,OH,4,Phantom Regiment,World Class,65.7,2018
06/23,Whitewater,WI,4,Madison Scouts,World Class,61.45,2018
06/23,Stanford,CA,4,Mandarins,World Class,64.75,2018
06/24,Michigan City,IN,4,Blue Stars,World Class,65.7,2018
06/23,Akron,OH,5,Crossmen,World Class,63.85,2018
06/23,Whitewater,WI,5,Colts,World Class,61.2,2018
06/23,Stanford,CA,5,Academy,World Class,63.2,2018
06/24,Michigan City,IN,5,Colts,World Class,63.05,2018
06/23,Akron,OH,6,Genesis,World Class,55.45,2018
06/23,Whitewater,WI,6,Pioneer,World Class,49.9,2018
06/23,Stanford,CA,6,Troopers,World Class,60.1,2018
06/24,Michigan City,IN,6,Genesis,World Class,57.7,2018
06/23,Whitewater,WI,1,Colt Cadets,Open Class,46.4,2018
06/23,Stanford,CA,1,Blue Devils B,Open Class,56.1,2018
06/23,Stanford,CA,2,Vanguard Cadets,Open Class,54.55,2018
06/24,Michigan City,IN,1,Colt Cadets,Open Class,47.05,2018
06/23,Stanford,CA,3,Blue Devils C,Open Class,37.75,2018
06/24,Sacramento,CA,1,Blue Devils,World Class,72.7,2018
06/25,Mason,OH,1,Bluecoats,World Class,74.2,2018
06/27,Evansville,IN,1,Cavaliers,World Class,74.0,2018
06/28,Moon Township,PA,1,Bluecoats,World Class,76.4,2018
06/24,Sacramento,CA,2,Vanguard,World Class,72.45,2018
06/25,Mason,OH,2,Carolina Crown,World Class,73.35,2018
06/27,Evansville,IN,2,Phantom Regiment,World Class,69.2,2018
06/28,Moon Township,PA,2,Boston Crusaders,World Class,73.8,2018
06/24,Sacramento,CA,3,Blue Knights,World Class,66.8,2018
06/25,Mason,OH,3,Boston Crusaders,World Class,71.3,2018
06/27,Evansville,IN,3,Blue Stars,World Class,66.9,2018
06/28,Moon Township,PA,3,Cadets,World Class,71.8,2018
06/24,Sacramento,CA,4,Mandarins,World Class,66.2,2018
06/25,Mason,OH,4,Phantom Regiment,World Class,66.95,2018
06/27,Evansville,IN,4,Colts,World Class,63.8,2018
06/28,Moon Township,PA,4,Spirit of Atlanta,World Class,66.0,2018
06/24,Sacramento,CA,5,Academy,World Class,63.45,2018
06/25,Mason,OH,5,Crossmen,World Class,66.75,2018
06/27,Evansville,IN,5,Genesis,World Class,58.8,2018
06/28,Moon Township,PA,5,Madison Scouts,World Class,64.2,2018
06/24,Sacramento,CA,6,Troopers,World Class,60.95,2018
06/25,Mason,OH,6,Madison Scouts,World Class,63.55,2018
06/27,Evansville,IN,6,Music City,World Class,57.3,2018
06/28,Moon Township,PA,6,Pioneer,World Class,52.0,2018
06/25,Mason,OH,7,Pioneer,World Class,50.4,2018
06/24,Sacramento,CA,1,Blue Devils B,Open Class,57.65,2018
06/24,Sacramento,CA,2,Vanguard Cadets,Open Class,55.2,2018
06/25,Mason,OH,1,Cincinnati Tradition,DCA Open Class,65.55,2018
06/24,Sacramento,CA,3,Blue Devils C,Open Class,39.2,2018
06/29,Muncie,IN,1,Carolina Crown,World Class,75.55,2018
06/29,Oceanside,CA,1,Vanguard,World Class,75.55,2018
06/30,Allentown,PA,1,Bluecoats,World Class,78.3,2018
06/30,Lisle,IL,1,Cavaliers,World Class,74.4,2018
06/29,Muncie,IN,2,Cavaliers,World Class,74.3,2018
06/29,Oceanside,CA,2,Blue Knights,World Class,69.25,2018
06/30,Allentown,PA,2,Cadets,World Class,73.2,2018
06/30,Lisle,IL,2,Phantom Regiment,World Class,70.3,2018
06/29,Muncie,IN,3,Phantom Regiment,World Class,69.75,2018
06/29,Oceanside,CA,3,Mandarins,World Class,68.0,2018
06/30,Allentown,PA,3,Spirit of Atlanta,World Class,66.4,2018
06/30,Lisle,IL,3,Crossmen,World Class,67.7,2018
06/29,Muncie,IN,4,Crossmen,World Class,67.9,2018
06/29,Oceanside,CA,4,Troopers,World Class,63.0,2018
06/30,Allentown,PA,4,Music City,World Class,60.6,2018
06/30,Lisle,IL,4,Blue Stars,World Class,67.45,2018
06/29,Muncie,IN,5,Blue Stars,World Class,67.7,2018
06/29,Oceanside,CA,5,Pacific Crest,World Class,62.35,2018
06/30,Lisle,IL,5,Colts,World Class,63.95,2018
06/29,Muncie,IN,6,Madison Scouts,World Class,64.85,2018
06/30,Allentown,PA,1,Raiders,Open Class,48.8,2018
06/30,Lisle,IL,6,Genesis,World Class,59.15,2018
06/29,Muncie,IN,7,Colts,World Class,64.2,2018
06/29,Oceanside,CA,1,Gold,Open Class,55.75,2018
06/30,Lisle,IL,7,Pioneer,World Class,51.35,2018
06/29,Muncie,IN,8,Genesis,World Class,58.35,2018
06/29,Oceanside,CA,2,Golden Empire,Open Class,51.8,2018
06/29,Oceanside,CA,3,Vessel,Open Class,48.35,2018
06/30,Lisle,IL,1,Colt Cadets,Open Class,48.6,2018
06/29,Oceanside,CA,4,Impulse,Open Class,47.9,2018
06/29,Oceanside,CA,5,Watchmen,Open Class,46.8,2018
06/29,Oceanside,CA,6,Incognito,Open Class,42.3,2018
06/30,Pasadena,CA,1,Vanguard,World Class,77.75,2018
06/30,Trumbull,CT,1,Hawthorne Caballeros,DCA Open Class,76.05,2018
06/30,Pasadena,CA,2,Blue Devils,World Class,77.0,2018
06/30,Trumbull,CT,2,White Sabers,DCA Open Class,72.0,2018
06/30,Pasadena,CA,3,Blue Knights,World Class,71.05,2018
06/30,Trumbull,CT,3,Connecticut Hurricanes,DCA Open Class,67.05,2018
06/30,Pasadena,CA,4,Mandarins,World Class,69.7,2018
06/30,Trumbull,CT,4,Bushwackers,DCA Open Class,64.15,2018
06/30,Pasadena,CA,5,Academy,World Class,66.65,2018
06/30,Pasadena,CA,6,Troopers,World Class,64.4,2018
06/30,Trumbull,CT,1,Erie Thunderbirds,DCA A Class,58.9,2018
06/30,Pasadena,CA,7,Pacific Crest,World Class,63.05,2018
06/30,Pasadena,CA,1,Gold,Open Class,57.0,2018
06/30,Pasadena,CA,2,Golden Empire,Open Class,53.95,2018
06/30,Pasadena,CA,3,Impulse,Open Class,49.6,2018
06/30,Pasadena,CA,4,Watchmen,Open Class,49.15,2018
06/30,Pasadena,CA,5,Incognito,Open Class,42.95,2018
07/01,Lawrence,MA,1,Bluecoats,World Class,79.05,2018
07/01,Lisle,IL,1,Cavaliers,World Class,75.8,2018
07/01,Pasadena,CA,1,Vanguard,World Class,78.8,2018
07/02,Lynn,MA,1,Bluecoats,World Class,80.4,2018
07/01,Lawrence,MA,2,Carolina Crown,World Class,77.95,2018
07/01,Lisle,IL,2,Phantom Regiment,World Class,71.9,2018
07/01,Pasadena,CA,2,Blue Devils,World Class,78.05,2018
07/02,Lynn,MA,2,Carolina Crown,World Class,78.95,2018
07/01,Lawrence,MA,3,Boston Crusaders,World Class,76.85,2018
07/01,Lisle,IL,3,Crossmen,World Class,70.05,2018
07/01,Pasadena,CA,3,Blue Knights,World Class,72.2,2018
07/02,Lynn,MA,3,Boston Crusaders,World Class,77.7,2018
07/01,Lawrence,MA,4,Cadets,World Class,73.8,2018
07/01,Lisle,IL,4,Blue Stars,World Class,68.95,2018
07/01,Pasadena,CA,4,Mandarins,World Class,70.75,2018
07/02,Lynn,MA,4,Cadets,World Class,76.0,2018
07/01,Lawrence,MA,5,Spirit of Atlanta,World Class,68.8,2018
07/01,Lisle,IL,5,Madison Scouts,World Class,66.1,2018
07/01,Pasadena,CA,5,Academy,World Class,68.3,2018
07/02,Lynn,MA,5,Spirit of Atlanta,World Class,69.4,2018
07/01,Lisle,IL,6,Colts,World Class,65.1,2018
07/01,Pasadena,CA,6,Troopers,World Class,65.55,2018
07/01,Lawrence,MA,1,Spartans,Open Class,58.0,2018
07/01,Lisle,IL,7,Genesis,World Class,59.95,2018
07/01,Pasadena,CA,7,Pacific Crest,World Class,64.3,2018
07/02,Lynn,MA,1,Spartans,Open Class,57.6,2018
07/01,Lawrence,MA,2,7th Regiment,Open Class,53.8,2018
07/02,Lynn,MA,2,7th Regiment,Open Class,53.2,2018
07/01,Lisle,IL,1,River City Rhythm,Open Class,47.3,2018
07/01,Pasadena,CA,1,Gold,Open Class,57.75,2018
07/01,Pasadena,CA,2,Golden Empire,Open Class,53.55,2018
07/01,Lisle,IL,1,Govenaires,DCA A Class,62.7,2018
07/01,Pasadena,CA,3,Vessel,Open Class,50.4,2018
07/01,Pasadena,CA,4,Watchmen,Open Class,49.0,2018
07/01,Pasadena,CA,5,Impulse,Open Class,48.65,2018
07/01,Pasadena,CA,6,Incognito,Open Class,42.85,2018
07/02,Mankato,MN,1,Blue Stars,World Class,71.05,2018
07/02,Mesa,AZ,1,Blue Devils,World Class,78.7,2018
07/03,Cranston,RI,1,Bluecoats,World Class,80.9,2018
07/03,Lynn,MA,1,Cavaliers,World Class,78.3,2018
07/02,Mankato,MN,2,Colts,World Class,67.4,2018
07/02,Mesa,AZ,2,Mandarins,World Class,72.35,2018
07/03,Cranston,RI,2,Boston Crusaders,World Class,79.3,2018
07/03,Lynn,MA,2,Phantom Regiment,World Class,72.4,2018
07/02,Mankato,MN,3,Genesis,World Class,61.25,2018
07/02,Mesa,AZ,3,Academy,World Class,70.0,2018
07/03,Cranston,RI,3,Cadets,World Class,77.1,2018
07/03,Lynn,MA,3,Crossmen,World Class,72.0,2018
07/02,Mesa,AZ,4,Troopers,World Class,66.55,2018
07/03,Cranston,RI,4,Spirit of Atlanta,World Class,69.8,2018
07/03,Lynn,MA,4,Madison Scouts,World Class,67.9,2018
07/02,Mankato,MN,1,River City Rhythm,Open Class,51.2,2018
07/03,Lynn,MA,5,Pioneer,World Class,52.9,2018
07/02,Mankato,MN,2,Colt Cadets,Open Class,50.6,2018
07/02,Mesa,AZ,1,Watchmen,Open Class,50.25,2018
07/03,Cranston,RI,1,Spartans,Open Class,60.5,2018
07/03,Cranston,RI,2,7th Regiment,Open Class,55.5,2018
07/03,Lynn,MA,1,Colt Cadets,Open Class,49.4,2018
07/05,Clifton,NJ,1,Bluecoats,World Class,81.65,2018
07/05,Wausau,WI,1,Blue Stars,World Class,73.7,2018
07/05,Ashland,OR,1,Vanguard,World Class,,2018
07/06,Rockford,IL,1,Cavaliers,World Class,80.5,2018
07/05,Clifton,NJ,2,Carolina Crown,World Class,80.4,2018
07/05,Wausau,WI,2,Phantom Regiment,World Class,73.15,2018
07/05,Ashland,OR,2,Blue Knights,World Class,,2018
07/06,Rockford,IL,2,Phantom Regiment,World Class,75.5,2018
07/05,Clifton,NJ,3,Boston Crusaders,World Class,79.0,2018
07/05,Wausau,WI,3,Colts,World Class,70.0,2018
07/05,Ashland,OR,3,Academy,World Class,,2018
07/06,Rockford,IL,3,Crossmen,World Class,73.95,2018
07/05,Clifton,NJ,4,Cadets,World Class,76.7,2018
07/05,Wausau,WI,4,Madison Scouts,World Class,69.25,2018
07/05,Ashland,OR,4,Troopers,World Class,,2018
07/06,Rockford,IL,4,Colts,World Class,71.9,2018
07/05,Clifton,NJ,5,Spirit of Atlanta,World Class,70.55,2018
07/05,Wausau,WI,5,Genesis,World Class,62.75,2018
07/06,Rockford,IL,5,Madison Scouts,World Class,70.7,2018
07/05,Clifton,NJ,6,Music City,World Class,60.9,2018
07/05,Wausau,WI,6,Pioneer,World Class,53.95,2018
07/06,Rockford,IL,6,Pioneer,World Class,54.35,2018
07/05,Clifton,NJ,1,Raiders,Open Class,49.1,2018
07/05,Wausau,WI,1,Shadow,Open Class,46.25,2018
07/06,Rockford,IL,1,Legends,Open Class,53.8,2018
07/06,Rockford,IL,2,Shadow,Open Class,46.1,2018
07/06,Vancouver,WA,1,Vanguard,World Class,80.9,2018
07/06,Sacramento,CA,1,Mandarins,World Class,74.1,2018
07/07,Landsville,PA,1,Reading Buccaneers,DCA Open Class,80.1,2018
07/07,Pittsfield,MA,1,Connecticut Hurricanes,DCA Open Class,71.6,2018
07/06,Vancouver,WA,2,Blue Knights,World Class,74.05,2018
07/07,Landsville,PA,2,Cadets 2,DCA Open Class,75.9,2018
07/07,Pittsfield,MA,2,Sunrisers,DCA Open Class,68.2,2018
07/06,Vancouver,WA,3,Academy,World Class,71.0,2018
07/06,Sacramento,CA,1,Vanguard Cadets,Open Class,64.5,2018
07/07,Landsville,PA,3,Fusion Core,DCA Open Class,72.9,2018
07/06,Vancouver,WA,4,Troopers,World Class,68.05,2018
07/06,Sacramento,CA,2,Blue Devils B,Open Class,63.7,2018
07/07,Landsville,PA,4,Bushwackers,DCA Open Class,65.3,2018
07/06,Vancouver,WA,5,Oregon Crusaders,World Class,65.1,2018
07/06,Sacramento,CA,3,Blue Devils C,Open Class,44.2,2018
07/06,Vancouver,WA,6,Pacific Crest,World Class,65.0,2018
07/06,Sacramento,CA,4,Incognito,Open Class,43.1,2018
07/06,Vancouver,WA,7,Seattle Cascades,World Class,61.35,2018
07/06,Vancouver,WA,1,Columbians,Open Class,54.75,2018
07/06,Vancouver,WA,2,Battalion,Open Class,54.4,2018
07/07,Lexington,SC,1,Bluecoats,World Class,82.7,2018
07/07,Minneapolis,MN,1,Blue Devils,World Class,81.7,2018
07/07,Renton,WA,1,Vanguard,World Class,82.7,2018
07/08,Orlando,FL,1,Bluecoats,World Class,83.85,2018
07/07,Lexington,SC,2,Carolina Crown,World Class,81.35,2018
07/07,Minneapolis,MN,2,Cavaliers,World Class,80.1,2018
07/07,Renton,WA,2,Blue Knights,World Class,75.6,2018
07/08,Orlando,FL,2,Carolina Crown,World Class,82.1,2018
07/07,Lexington,SC,3,Boston Crusaders,World Class,80.9,2018
07/07,Minneapolis,MN,3,Phantom Regiment,World Class,75.25,2018
