Date,City,State,Place,Corps,Class,Score,Year
06/08,Menasha,WI,1,Madison Scouts,World Class,67.72,2002
06/09,Menominee,WI,1,Madison Scouts,World Class,66.39,2002
06/14,Racine,WI,1,Cavaliers,World Class,74.75,2002
06/14,Oswego,IL,1,Glassmen,World Class,66.0,2002
06/08,Menasha,WI,2,Capital Sound,World Class,48.33,2002
06/09,Menominee,WI,2,Minnesota Brass,World Class,58.64,2002
06/14,Racine,WI,2,Colts,World Class,64.7,2002
06/14,Oswego,IL,2,Phantom Regiment,World Class,64.55,2002
06/08,Menasha,WI,3,Pioneer,World Class,46.43,2002
06/09,Menominee,WI,3,Capital Sound,World Class,48.31,2002
06/14,Racine,WI,3,Pioneer,World Class,54.75,2002
06/14,Oswego,IL,3,Madison Scouts,World Class,59.8,2002
06/08,Menasha,WI,4,Blue Stars,World Class,44.83,2002
06/09,Menominee,WI,4,Pioneer,World Class,45.56,2002
06/14,Racine,WI,4,Blue stars,World Class,50.75,2002
06/14,Oswego,IL,4,Blue Knights,World Class,59.05,2002
06/08,Menasha,WI,5,Kilties,World Class,36.33,2002
06/09,Menominee,WI,5,Blue Stars,World Class,41.45,2002
06/14,Racine,WI,5,Americanos,World Class,49.95,2002
06/14,Oswego,IL,5,Capital Sound,World Class,45.2,2002
06/15,Toledo,OH,1,Cavaliers,World Class,72.1,2002
06/16,Orville,OH,1,Phantom Regiment,World Class,67.35,2002
06/17,Columbus,OH,1,Glassmen,World Class,68.85,2002
06/19,Springboro,OH,1,Glassmen,World Class,70.5,2002
06/15,Toledo,OH,2,Glassmen,World Class,66.0,2002
06/16,Orville,OH,2,Bluecoats,World Class,64.7,2002
06/17,Columbus,OH,2,Phantom Regiment,World Class,68.65,2002
06/19,Springboro,OH,2,Madison Scouts,World Class,65.15,2002
06/15,Toledo,OH,3,Phantom Regiment,World Class,63.65,2002
06/16,Orville,OH,3,Southwind,World Class,54.65,2002
06/17,Columbus,OH,3,Madison Scouts,World Class,64.3,2002
06/19,Springboro,OH,3,Colts,World Class,63.95,2002
06/15,Toledo,OH,4,Bluecoats,World Class,63.05,2002
06/16,Orville,OH,4,Marion Glory Cadets,World Class,32.7,2002
06/17,Columbus,OH,4,Blue Knights,World Class,59.4,2002
06/19,Springboro,OH,4,Southwind,World Class,55.7,2002
06/15,Toledo,OH,5,Madison Scouts,World Class,60.75,2002
06/16,Orville,OH,5,Scenic City,World Class,32.05,2002
06/17,Columbus,OH,5,Capital Regiment,World Class,52.4,2002
06/19,Springboro,OH,5,Capital Regiment,World Class,54.25,2002
06/15,Toledo,OH,6,Colts,World Class,58.35,2002
06/17,Columbus,OH,6,Pioneer,World Class,48.95,2002
06/19,Springboro,OH,6,Scenic City,World Class,41.0,2002
06/15,Toledo,OH,7,Southwind,World Class,49.75,2002
06/17,Columbus,OH,7,Americanos,World Class,47.05,2002
06/19,Springboro,OH,7,Marion Glory Cadets,World Class,38.35,2002
06/15,Toledo,OH,8,Capital Regiment,World Class,48.55,2002
06/17,Columbus,OH,8,Capital Sound,World Class,38.85,2002
06/15,Toledo,OH,9,Pioneer,World Class,43.45,2002
06/17,Columbus,OH,9,Joliet Kingsmen,World Class,33.4,2002
06/15,Toledo,OH,10,Marion Glory Cadets,World Class,31.5,2002
06/20,Jacksonville,AL,1,Cavaliers,World Class,76.85,2002
06/20,Marion,OH,1,Glassmen,World Class,69.8,2002
06/21,Dothan,AL,1,Cavaliers,World Class,78.45,2002
06/21,Jenison,MI,1,Glassmen,World Class,70.25,2002
06/20,Jacksonville,AL,2,Blue Devils,World Class,75.15,2002
06/20,Marion,OH,2,Bluecoats,World Class,65.5,2002
06/21,Dothan,AL,2,Blue Devils,World Class,76.2,2002
06/21,Jenison,MI,2,Phantom Regiment,World Class,69.85,2002
06/20,Jacksonville,AL,3,Spirit,World Class,61.05,2002
06/20,Marion,OH,3,Blue Knights,World Class,63.5,2002
06/21,Dothan,AL,3,Spirit,World Class,63.35,2002
06/21,Jenison,MI,3,Bluecoats,World Class,67.25,2002
06/20,Jacksonville,AL,4,Kiwanis Kavaliers,World Class,50.6,2002
06/20,Marion,OH,4,Colts,World Class,62.8,2002
06/21,Dothan,AL,4,Kiwanis Kavaliers,World Class,53.0,2002
06/21,Jenison,MI,4,Blue Knights,World Class,64.65,2002
06/20,Marion,OH,5,Southwind,World Class,50.4,2002
06/21,Jenison,MI,5,Madison Scouts,World Class,63.8,2002
06/20,Jacksonville,AL,1,Magic of Orlando,World Class,73.5,2002
06/20,Marion,OH,6,Capital Regiment,World Class,50.35,2002
06/21,Dothan,AL,1,Magic of Orlando,World Class,74.5,2002
06/21,Jenison,MI,6,Americanos,World Class,48.1,2002
06/20,Jacksonville,AL,2,Teal Sound,World Class,47.7,2002
06/20,Marion,OH,7,Scenic City,World Class,39.4,2002
06/21,Dothan,AL,2,Teal Sound,World Class,48.75,2002
06/21,Jenison,MI,7,Scenic City,World Class,43.3,2002
06/20,Marion,OH,8,Marion Glory Cadets,World Class,34.75,2002
06/21,Jenison,MI,8,Marion Glory Cadets,World Class,39.6,2002
06/22,Waterbury,CT,1,Hawthorne Caballeros,World Class,69.95,2002
06/22,Cupertino,CA,1,Vanguard,World Class,74.7,2002
06/22,Crown Point,IN,1,Glassmen,World Class,70.85,2002
06/22,Norwalk,CA,1,Pacific Crest,World Class,63.75,2002
06/22,Waterbury,CT,2,Connecticut Hurricanes,World Class,66.75,2002
06/22,Crown Point,IN,2,Phantom Regiment,World Class,70.15,2002
06/22,Waterbury,CT,3,Bushwackers,World Class,66.2,2002
06/22,Cupertino,CA,1,Mandarins,World Class,66.15,2002
06/22,Crown Point,IN,3,Bluecoats,World Class,67.75,2002
06/22,Norwalk,CA,1,Esperanza,World Class,64.15,2002
06/22,Cupertino,CA,2,Vanguard Cadets,World Class,62.2,2002
06/22,Crown Point,IN,4,Colts,World Class,62.15,2002
06/22,Norwalk,CA,2,Impulse,World Class,58.85,2002
06/22,Waterbury,CT,1,Jersey Surf,World Class,65.8,2002
06/22,Cupertino,CA,3,Blue Devils B,World Class,55.2,2002
06/22,Crown Point,IN,5,Southwind,World Class,50.1,2002
06/22,Norwalk,CA,3,Alliance,World Class,48.65,2002
06/22,Waterbury,CT,2,Phoenix,World Class,57.35,2002
06/22,Cupertino,CA,4,Blue Devils C,World Class,34.0,2002
06/22,Crown Point,IN,6,Capital Regiment,World Class,49.3,2002
06/22,Crown Point,IN,7,Americanos,World Class,41.45,2002
06/22,Cupertino,CA,1,Renegades,World Class,59.6,2002
06/22,Cupertino,CA,2,River City Regiment,World Class,47.6,2002
06/22,Orlando,FL,1,Cavaliers,World Class,81.3,2002
06/22,Waukesha,WI,1,Madison Scouts,World Class,69.0,2002
06/23,Geneva,IL,1,Colts,World Class,65.45,2002
06/23,San Diego,CA,1,Pacific Crest,World Class,65.2,2002
06/22,Orlando,FL,2,Cadets,World Class,78.4,2002
06/22,Waukesha,WI,2,Blue Knights,World Class,63.13,2002
06/23,Geneva,IL,2,Pioneer,World Class,56.3,2002
06/22,Orlando,FL,3,Blue Devils,World Class,77.15,2002
06/22,Waukesha,WI,3,Capital Sound,World Class,49.55,2002
06/23,Geneva,IL,3,Americanos,World Class,51.6,2002
06/23,San Diego,CA,1,Esperanza,World Class,65.85,2002
06/22,Orlando,FL,4,Spirit,World Class,63.5,2002
06/22,Waukesha,WI,4,Blue Stars,World Class,46.25,2002
06/23,Geneva,IL,4,Scenic City,World Class,46.85,2002
06/23,San Diego,CA,2,Impulse,World Class,57.55,2002
06/22,Orlando,FL,5,Carolina Crown,World Class,62.55,2002
06/22,Waukesha,WI,5,Kilties,World Class,41.13,2002
06/23,Geneva,IL,5,Bandettes,World Class,27.85,2002
06/23,San Diego,CA,3,Alliance,World Class,52.6,2002
06/22,Orlando,FL,6,Kiwanis Kavaliers,World Class,52.2,2002
06/22,Waukesha,WI,6,Bandettes,World Class,30.75,2002
06/22,Orlando,FL,1,Magic of Orlando,World Class,75.4,2002
06/22,Orlando,FL,2,Teal Sound,World Class,49.8,2002
06/23,Woodstock,IL,1,Phantom Regiment,World Class,72.3,2002
06/23,Haledon,NJ,1,Raiders,World Class,59.2,2002
06/23,Sunnyvale,CA,1,Mandarins,World Class,66.25,2002
06/24,Columbia,SC,1,Cavaliers,World Class,81.45,2002
06/23,Woodstock,IL,2,Madison Scouts,World Class,67.75,2002
06/23,Haledon,NJ,2,Phoenix,World Class,55.7,2002
06/23,Sunnyvale,CA,2,Vanguard Cadets,World Class,63.0,2002
06/24,Columbia,SC,2,Cadets,World Class,79.55,2002
06/23,Woodstock,IL,3,Blue Knights,World Class,66.45,2002
06/23,Haledon,NJ,3,Cadets of NYC,World Class,49.4,2002
06/23,Sunnyvale,CA,3,Blue Devils B,World Class,58.1,2002
06/24,Columbia,SC,3,Blue Devils,World Class,78.0,2002
06/23,Woodstock,IL,4,Southwind,World Class,60.3,2002
06/23,Haledon,NJ,4,Quest,World Class,47.6,2002
06/23,Sunnyvale,CA,4,Blue Devils C,World Class,36.45,2002
06/24,Columbia,SC,4,Crossmen,World Class,74.15,2002
06/23,Woodstock,IL,5,Capital Sound,World Class,53.35,2002
06/23,Haledon,NJ,5,Targets,World Class,45.3,2002
06/24,Columbia,SC,5,Carolina Crown,World Class,68.45,2002
06/23,Woodstock,IL,6,Blue Stars,World Class,49.0,2002
06/23,Sunnyvale,CA,1,Renegades,World Class,58.2,2002
06/24,Columbia,SC,6,Spirit,World Class,66.9,2002
06/23,Woodstock,IL,7,Kilties,World Class,46.45,2002
06/23,Haledon,NJ,1,Quest Explorers,World Class,45.3,2002
06/23,Sunnyvale,CA,2,River City Regiment,World Class,45.9,2002
06/23,Woodstock,IL,8,Marion Glory Cadets,World Class,44.1,2002
06/23,Haledon,NJ,2,Phoenix Kidets,World Class,41.0,2002
06/24,Columbia,SC,1,Magic of Orlando,World Class,70.25,2002
06/23,Woodstock,IL,9,Racine Scouts,World Class,32.8,2002
06/25,Lima,OH,1,Glassmen,World Class,70.4,2002
06/25,Winston-Salem,NC,1,Cadets,World Class,80.6,2002
06/27,Normal,IL,1,Cavaliers,World Class,81.7,2002
06/27,Herndon,VA,1,Cadets,World Class,81.5,2002
06/25,Lima,OH,2,Bluecoats,World Class,70.2,2002
06/25,Winston-Salem,NC,2,Blue Devils,World Class,78.75,2002
06/27,Normal,IL,2,Glassmen,World Class,76.25,2002
06/27,Herndon,VA,2,Crossmen,World Class,77.4,2002
06/25,Lima,OH,3,Blue Knights,World Class,64.6,2002
06/25,Winston-Salem,NC,3,Crossmen,World Class,76.2,2002
06/27,Normal,IL,3,Phantom Regiment,World Class,75.2,2002
06/27,Herndon,VA,3,Carolina Crown,World Class,70.65,2002
06/25,Lima,OH,4,Capital Regiment,World Class,54.6,2002
06/25,Winston-Salem,NC,4,Spirit,World Class,68.25,2002
06/27,Normal,IL,4,Bluecoats,World Class,72.45,2002
06/27,Herndon,VA,4,Spirit,World Class,69.3,2002
06/25,Lima,OH,5,Troopers,World Class,47.6,2002
06/25,Winston-Salem,NC,5,Carolina Crown,World Class,67.85,2002
06/27,Normal,IL,5,Blue Knights,World Class,69.3,2002
06/27,Herndon,VA,5,Kiwanis Kavaliers,World Class,59.65,2002
06/25,Lima,OH,6,Scenic City,World Class,44.6,2002
06/25,Winston-Salem,NC,6,Kiwanis Kavaliers,World Class,58.45,2002
06/27,Normal,IL,6,Colts,World Class,68.75,2002
06/25,Lima,OH,7,Marion Glory Cadets,World Class,40.9,2002
06/27,Normal,IL,7,Southwind,World Class,63.2,2002
06/27,Herndon,VA,1,Magic of Orlando,World Class,77.6,2002
06/27,Normal,IL,9,Troopers,World Class,47.15,2002
06/28,Cheney,WA,1,Vanguard,World Class,74.85,2002
06/28,Lansdale,PA,1,Cadets,World Class,82.35,2002
06/28,Saint Cloud,MN,1,Cavaliers,World Class,84.8,2002
06/29,Seattle,WA,1,Vanguard,World Class,77.8,2002
06/28,Cheney,WA,2,Madison Scouts,World Class,70.7,2002
06/28,Lansdale,PA,2,Blue Devils,World Class,79.6,2002
06/28,Saint Cloud,MN,2,Phantom Regiment,World Class,77.85,2002
06/29,Seattle,WA,2,Madison Scouts,World Class,72.5,2002
06/28,Cheney,WA,3,Seattle Cascades,World Class,68.05,2002
06/28,Lansdale,PA,3,Crossmen,World Class,76.25,2002
06/28,Saint Cloud,MN,3,Minnesota Brass,World Class,64.9,2002
06/29,Seattle,WA,3,Seattle Cascades,World Class,71.5,2002
06/28,Lansdale,PA,4,Spirit,World Class,71.2,2002
06/28,Saint Cloud,MN,4,Capital Sound,World Class,58.1,2002
06/29,Seattle,WA,4,Pacific Crest,World Class,68.2,2002
06/28,Cheney,WA,1,Oregon Crusaders,World Class,46.5,2002
06/28,Lansdale,PA,5,Carolina Crown,World Class,70.6,2002
06/28,Saint Cloud,MN,5,Blue Stars,World Class,56.45,2002
06/28,Lansdale,PA,6,Kiwanis Kavaliers,World Class,63.4,2002
06/28,Saint Cloud,MN,6,Govenaires,World Class,46.55,2002
06/29,Seattle,WA,1,Oregon Crusaders,World Class,48.15,2002
06/28,Saint Cloud,MN,7,Racine Scouts,World Class,33.9,2002
06/28,Lansdale,PA,1,Jersey Surf,World Class,62.55,2002
06/28,Lansdale,PA,2,Lehigh Valley Knights,World Class,55.55,2002
06/29,Clifton,NJ,1,Cadets,World Class,82.35,2002
06/29,Waukegan,IL,1,Americanos,World Class,56.5,2002
06/29,Alexandria,MN,1,Phantom Regiment,World Class,80.4,2002
06/29,Toledo,OH,1,Glassmen,World Class,74.95,2002
06/29,Clifton,NJ,2,Blue Devils,World Class,80.7,2002
06/29,Waukegan,IL,2,Marion Glory Cadets,World Class,52.75,2002
06/29,Alexandria,MN,2,Minnesota Brass,World Class,64.95,2002
06/29,Toledo,OH,2,Bluecoats,World Class,71.65,2002
06/29,Clifton,NJ,3,Crossmen,World Class,77.7,2002
06/29,Waukegan,IL,3,Kilties,World Class,50.85,2002
06/29,Alexandria,MN,3,Capital Sound,World Class,59.95,2002
06/29,Toledo,OH,3,Southwind,World Class,56.75,2002
06/29,Clifton,NJ,4,Spirit,World Class,73.45,2002
