Date,City,State,Place,Corps,Class,Score,Year
06/10,Menasha,WI,1,Madison Scouts,World Class,64.05,2000
06/16,Oswego,IL,1,Cavaliers,World Class,72.45,2000
06/17,Concord,CA,1,Blue Devils,World Class,73.55,2000
06/17,Toledo,OH,1,Cavaliers,World Class,72.9,2000
06/10,Menasha,WI,2,Pioneer,World Class,54.95,2000
06/16,Oswego,IL,2,Phantom Regiment,World Class,68.6,2000
06/17,Concord,CA,2,Vanguard,World Class,69.8,2000
06/17,Toledo,OH,2,Glassmen,World Class,68.3,2000
06/10,Menasha,WI,3,Capital Sound,World Class,47.85,2000
06/16,Oswego,IL,3,Colts,World Class,60.4,2000
06/17,Toledo,OH,3,Madison Scouts,World Class,67.2,2000
06/10,Menasha,WI,4,Blue Stars,World Class,38.7,2000
06/16,Oswego,IL,4,Pioneer,World Class,55.1,2000
06/17,Concord,CA,1,Mandarins,World Class,62.6,2000
06/17,Toledo,OH,4,Phantom Regiment,World Class,67.0,2000
06/10,Menasha,WI,5,Kilties,World Class,37.5,2000
06/16,Oswego,IL,5,Capital Sound,World Class,46.85,2000
06/17,Concord,CA,2,Vanguard Cadets,World Class,60.25,2000
06/17,Toledo,OH,5,Colts,World Class,57.3,2000
06/10,Menasha,WI,6,Racine Scouts,World Class,23.85,2000
06/16,Oswego,IL,6,Blue Stars,World Class,44.1,2000
06/17,Concord,CA,3,Blue Devils B,World Class,53.9,2000
06/17,Toledo,OH,6,Southwind,World Class,55.3,2000
06/16,Oswego,IL,7,Kilties,World Class,37.4,2000
06/17,Concord,CA,4,Patriot Praise,World Class,37.1,2000
06/17,Toledo,OH,7,Pioneer,World Class,51.1,2000
06/16,Oswego,IL,8,Joliet Kingsmen,World Class,21.35,2000
06/17,Toledo,OH,8,Americanos,World Class,44.8,2000
06/17,Concord,CA,1,Renegades,World Class,56.3,2000
06/17,Toledo,OH,9,Capital Regiment,World Class,40.75,2000
06/17,Toledo,OH,10,Cincinnati Glory,World Class,39.75,2000
06/17,Racine,WI,1,Minnesota Brass,Open Class,57.45,2000
06/17,South Brunswick,NJ,1,Hawthorne Caballeros,Open Class,66.2,2000
06/17,Phoenix,NY,1,Syracuse Brigadiers,Open Class,73.3,2000
06/17,Fort Monmouth,NJ,1,Cadets of NYC,Open Class,58.7,2000
06/17,Racine,WI,2,Capital Sound,Open Class,47.05,2000
06/17,South Brunswick,NJ,2,Connecticut Hurricanes,Open Class,63.0,2000
06/17,Phoenix,NY,2,Empire Statesmen,Open Class,69.0,2000
06/17,Fort Monmouth,NJ,2,Quest,Open Class,54.8,2000
06/17,Racine,WI,3,Blue Stars,Open Class,44.1,2000
