Date,City,State,Place,Corps,Class,Score,Year
05/26,Weymouth,MA,1,Saint Rita's Brassmen,World Class,77.7,1973
05/26,Kenosha,WI,1,Blue Stars,World Class,70.15,1973
05/26,Kingston,NY,1,Valley Grenadiers,World Class,72.7,1973
05/26,Lancaster,PA,1,507 Hornets,World Class,64.15,1973
05/26,Weymouth,MA,2,27th Lancers,World Class,77.4,1973
05/26,Kenosha,WI,2,Des Plaines Vanguard,World Class,61.5,1973
05/26,Kingston,NY,2,Emerald Cadets,World Class,66.75,1973
05/26,Lancaster,PA,2,Blue Rock,World Class,61.35,1973
05/26,Weymouth,MA,3,Pembroke Imperials,World Class,72.55,1973
05/26,Kenosha,WI,3,Cavaliers,World Class,57.2,1973
05/26,Kingston,NY,3,New London Surfers,World Class,64.95,1973
05/26,Lancaster,PA,3,Belvederes,World Class,59.4,1973
05/26,Weymouth,MA,4,IC Reveries,World Class,62.9,1973
05/26,Kenosha,WI,4,Phantom Regiment,World Class,52.45,1973
05/26,Kingston,NY,4,Monarchs,World Class,60.45,1973
05/26,Lancaster,PA,4,Keystone Regiment,World Class,57.8,1973
05/26,Weymouth,MA,5,Magnificent Yankees,World Class,61.95,1973
05/26,Kenosha,WI,5,Americanos,World Class,48.05,1973
05/26,Kingston,NY,5,Belvederes,World Class,60.1,1973
05/26,Lancaster,PA,5,Sacred Heart Crusaders,World Class,56.1,1973
05/26,Weymouth,MA,6,Emerald Cadets,World Class,61.7,1973
05/26,Kenosha,WI,6,Thunderbolts,World Class,37.05,1973
05/26,Kingston,NY,6,Spiegalaires,World Class,43.0,1973
05/26,Lancaster,PA,6,Grenadiers,World Class,52.1,1973
05/26,Weymouth,MA,7,Boston Crusaders,World Class,56.4,1973
05/26,Vestal,NY,1,Squires,World Class,65.1,1973
05/27,Saint Clair Shores,MI,1,Spectacle City Mariners,World Class,61.8,1973
05/27,Kingston,NY,1,CMCC Warriors,World Class,65.8,1973
05/28,Royal Oak,MI,1,Royal Crusaders,World Class,80.6,1973
05/26,Vestal,NY,2,Appleknockers,World Class,56.6,1973
05/27,Saint Clair Shores,MI,2,Glassmen,World Class,54.5,1973
05/27,Kingston,NY,2,Emerald Cadets,World Class,63.55,1973
05/28,Royal Oak,MI,2,Queen City Cadets,World Class,67.9,1973
05/26,Vestal,NY,3,Gauchos,World Class,50.8,1973
05/27,Saint Clair Shores,MI,2,Iron Brigade,World Class,54.5,1973
05/27,Kingston,NY,3,Olympians,World Class,60.7,1973
