Date,City,State,Place,Corps,Class,Score,Year,Event_Name
06/28,Fort Collins,CO,1,Boston Crusaders,World Class,76.2,2025
06/28,Fort Collins,CO,2,Blue Devils,World Class,75.4,2025
06/28,Fort Collins,CO,3,Colts,World Class,68.25,2025
06/28,Fort Collins,CO,4,Troopers,World Class,67.75,2025
06/28,Fort Collins,CO,5,Blue Knights,World Class,65.95,2025
06/28,Shelton,CT,1,Reading Buccaneers,All-Age - World Class,81.6,2025
06/28,Shelton,CT,2,Hawthorne Caballeros,All-Age - World Class,77.9,2025
06/28,Shelton,CT,3,Bushwackers,All-Age - World Class,76.85,2025
06/28,Shelton,CT,4,Connecticut Hurricanes,All-Age - World Class,71.6,2025
06/28,Shelton,CT,1,Sunrisers,All-Age - Open Class,66.7,2025
06/28,Shelton,CT,1,7th Regiment,Open Class,51.7,2025
06/30,Ogden,UT,1,Boston Crusaders,World Class,77.85,2025
06/30,Ogden,UT,2,Blue Knights,World Class,67.85,2025
06/30,Ogden,UT,3,Seattle Cascades,World Class,62.65,2025
06/30,Ogden,UT,1,Battalion,Open Class,60.0,2025
06/30,Ogden,UT,2,Impulse,Open Class,54.75,2025
07/02,Cedarburg,WI,1,Phantom Regiment,World Class,74.9,2025
07/02,Cedarburg,WI,2,Blue Stars,World Class,70.8,2025
07/02,Cedarburg,WI,3,Colts,World Class,70.1,2025
07/02,Cedarburg,WI,4,Cavaliers,World Class,69.45,2025
07/02,Cedarburg,WI,4,Troopers,World Class,69.45,2025
07/02,Cedarburg,WI,6,Madison Scouts,World Class,66.75,2025
07/02,Cedarburg,WI,1,Colt Cadets,Open Class,55.0,2025
07/02,Seattle,WA,1,Vanguard,World Class,76.55,2025
07/02,Seattle,WA,2,Mandarins,World Class,73.15,2025
07/02,Seattle,WA,3,Blue Knights,World Class,67.85,2025
07/02,Seattle,WA,4,Seattle Cascades,World Class,62.3,2025
07/02,Seattle,WA,1,Columbians,Open Class,55.4,2025
07/02,Seattle,WA,2,Impulse,Open Class,55.05,2025
07/03,Rockford,IL,1,Phantom Regiment,World Class,76.15,2025
07/03,Rockford,IL,2,Blue Stars,World Class,73.0,2025
07/03,Rockford,IL,3,Cavaliers,World Class,71.6,2025
07/03,Rockford,IL,4,Troopers,World Class,71.0,2025
07/03,Rockford,IL,5,Madison Scouts,World Class,68.75,2025
07/03,Rockford,IL,6,Crossmen,World Class,66.25,2025
07/03,Rockford,IL,1,Columbus Saints,All-Age - A Class,55.35,2025
07/03,Portland,OR,1,Vanguard,World Class,77.95,2025
07/03,Portland,OR,2,Mandarins,World Class,74.8,2025
07/03,Portland,OR,3,Blue Knights,World Class,69.25,2025
07/03,Portland,OR,4,Seattle Cascades,World Class,63.2,2025
07/03,Portland,OR,1,Columbians,Open Class,57.0,2025
07/03,Portland,OR,2,Impulse,Open Class,56.75,2025
07/05,Lexington,SC,1,Carolina Crown,World Class,79.85,2025
07/05,Lexington,SC,2,Spirit of Atlanta,World Class,71.65,2025
07/05,Lexington,SC,3,Music City,World Class,70.75,2025
07/05,Lexington,SC,1,Memphis Blues,Open Class,62.95,2025
07/05,Lexington,SC,2,Heat Wave,Open Class,53.7,2025
