Date,City,State,Place,Corps,Class,Score,Year,Event_Name
07/13,Clifton,NJ,2,Bushwackers,All-Age - World Class,84.0,2024
07/13,Little Rock,AR,4,Spirit of Atlanta,World Class,75.25,2024
07/12,Cheyenne,WY,5,Seattle Cascades,World Class,64.2,2024
07/12,Riverside,CA,5,Vessel,Open Class,59.9,2024
07/13,Clifton,NJ,3,Hawthorne Caballeros,All-Age - World Class,81.95,2024
07/13,Little Rock,AR,5,Music City,World Class,73.1,2024
07/13,Clifton,NJ,4,Connecticut Hurricanes,All-Age - World Class,77.75,2024
07/12,Cheyenne,WY,1,Battalion,Open Class,62.7,2024
07/13,Clifton,NJ,1,Fusion Core,All-Age - Open Class,73.65,2024
07/13,Clifton,NJ,1,Sunrisers,All-Age - A Class,70.05,2024
07/13,DeKalb,IL,1,Bluecoats,World Class,87.05,2024
07/13,Fort Collins,CO,1,Blue Devils,World Class,85.55,2024
07/13,Vista,CA,1,Blue Devils B,Open Class,72.95,2024
07/14,Ankeny,IA,1,Bluecoats,World Class,88.35,2024
07/13,DeKalb,IL,2,Phantom Regiment,World Class,84.75,2024
07/13,Fort Collins,CO,2,Vanguard,World Class,82.0,2024
07/13,Vista,CA,2,Gold,Open Class,70.4,2024
07/14,Ankeny,IA,2,Blue Stars,World Class,81.15,2024
07/13,DeKalb,IL,3,Cavaliers,World Class,79.6,2024
07/13,Fort Collins,CO,3,Mandarins,World Class,81.7,2024
07/13,Vista,CA,3,Impulse,Open Class,65.15,2024
07/14,Ankeny,IA,3,Colts,World Class,79.8,2024
07/13,DeKalb,IL,4,Blue Stars,World Class,78.9,2024
07/13,Fort Collins,CO,4,Troopers,World Class,77.75,2024
07/13,Vista,CA,4,Golden Empire,Open Class,62.45,2024
07/13,DeKalb,IL,5,Colts,World Class,78.85,2024
07/13,Fort Collins,CO,5,Blue Knights,World Class,75.15,2024
07/13,Vista,CA,5,Vessel,Open Class,60.2,2024
07/14,Ankeny,IA,1,River City Rhythm,Open Class,67.05,2024
07/13,DeKalb,IL,6,Madison Scouts,World Class,74.45,2024
07/13,Fort Collins,CO,6,Pacific Crest,World Class,74.05,2024
07/14,Ankeny,IA,2,Colt Cadets,Open Class,64.5,2024
07/13,Fort Collins,CO,7,Academy,World Class,72.35,2024
07/13,DeKalb,IL,1,Spartans,Open Class,69.15,2024
07/13,Fort Collins,CO,8,Genesis,World Class,67.95,2024
07/14,Ankeny,IA,1,Govenaires,All-Age - A Class,70.8,2024
07/13,Fort Collins,CO,9,Seattle Cascades,World Class,64.5,2024
07/13,Fort Collins,CO,1,Battalion,Open Class,62.05,2024
07/14,Cerritos,CA,1,Blue Devils B,Open Class,73.7,2024
07/15,Canyon,TX,1,Vanguard,World Class,83.25,2024
07/15,Olathe,KS,1,Phantom Regiment,World Class,85.35,2024
07/14,Cerritos,CA,2,Gold,Open Class,71.25,2024
07/15,Canyon,TX,2,Pacific Crest,World Class,75.6,2024
07/15,Olathe,KS,2,Colts,World Class,80.1,2024
07/14,Cerritos,CA,3,Impulse,Open Class,65.75,2024
07/15,Canyon,TX,3,Blue Knights,World Class,75.2,2024
07/15,Olathe,KS,3,Troopers,World Class,79.1,2024
07/14,Cerritos,CA,4,Golden Empire,Open Class,63.35,2024
07/15,Canyon,TX,4,Academy,World Class,72.85,2024
07/15,Olathe,KS,4,Madison Scouts,World Class,76.35,2024
07/14,Cerritos,CA,5,Vessel,Open Class,60.8,2024
07/15,Canyon,TX,5,Genesis,World Class,68.2,2024
07/15,Canyon,TX,6,Seattle Cascades,World Class,64.6,2024
07/15,Olathe,KS,1,Colt Cadets,Open Class,63.75,2024
07/16,Abilene,TX,1,Blue Knights,World Class,77.7,2024
07/16,Broken Arrow,OK,1,Bluecoats,World Class,89.15,2024
07/18,Waco,TX,1,Cavaliers,World Class,82.6,2024
07/18,Denton,TX,1,Bluecoats,World Class,90.5,2024
07/16,Abilene,TX,2,Crossmen,World Class,77.6,2024
07/16,Broken Arrow,OK,2,Blue Devils,World Class,88.25,2024
07/18,Waco,TX,2,Madison Scouts,World Class,79.75,2024
07/18,Denton,TX,2,Boston Crusaders,World Class,89.65,2024
07/16,Abilene,TX,3,Pacific Crest,World Class,77.45,2024
07/16,Broken Arrow,OK,2,Boston Crusaders,World Class,88.25,2024
07/18,Waco,TX,3,Blue Knights,World Class,79.0,2024
07/18,Denton,TX,3,Carolina Crown,World Class,87.975,2024
07/16,Abilene,TX,4,Music City,World Class,73.5,2024
07/16,Broken Arrow,OK,4,Carolina Crown,World Class,86.75,2024
07/18,Waco,TX,4,Spirit of Atlanta,World Class,77.4,2024
07/18,Denton,TX,4,Phantom Regiment,World Class,86.6,2024
07/16,Abilene,TX,5,Genesis,World Class,69.35,2024
07/16,Broken Arrow,OK,5,Phantom Regiment,World Class,84.55,2024
07/18,Waco,TX,5,Academy,World Class,74.5,2024
07/18,Denton,TX,5,Vanguard,World Class,84.3,2024
07/16,Abilene,TX,6,Seattle Cascades,World Class,65.85,2024
07/16,Broken Arrow,OK,6,Mandarins,World Class,82.5,2024
07/18,Waco,TX,6,Genesis,World Class,70.3,2024
07/18,Denton,TX,6,Crossmen,World Class,78.05,2024
07/16,Broken Arrow,OK,7,Cavaliers,World Class,80.95,2024
07/18,Waco,TX,7,Seattle Cascades,World Class,67.5,2024
07/18,Denton,TX,7,Pacific Crest,World Class,77.45,2024
07/16,Abilene,TX,1,Guardians,World Class,60.75,2024
07/18,Waco,TX,8,Jersey Surf,World Class,65.4,2024
07/18,Denton,TX,8,Music City,World Class,74.95,2024
07/19,Bellbrook,OH,1,Spartans,Open Class,73.85,2024
07/19,Prairie View,TX,1,Bluecoats,World Class,92.1,2024
07/20,Brunswick,OH,1,Spartans,Open Class,75.85,2024
07/20,Landisville,PA,1,Raiders,Open Class,62.45,2024
07/19,Bellbrook,OH,2,Battalion,Open Class,70.05,2024
07/19,Prairie View,TX,2,Blue Devils,World Class,91.15,2024
07/20,Brunswick,OH,2,Battalion,Open Class,72.8,2024
07/19,Bellbrook,OH,2,River City Rhythm,Open Class,70.05,2024
07/19,Prairie View,TX,3,Carolina Crown,World Class,89.8,2024
07/20,Brunswick,OH,3,River City Rhythm,Open Class,70.9,2024
07/20,Landisville,PA,1,Reading Buccaneers,All-Age - World Class,87.95,2024
07/19,Prairie View,TX,4,Mandarins,World Class,86.4,2024
07/20,Landisville,PA,2,Bushwackers,All-Age - World Class,85.3,2024
07/19,Bellbrook,OH,1,Cincinnati Tradition,All-Age - Open Class,82.85,2024
07/19,Prairie View,TX,5,Cavaliers,World Class,84.0,2024
07/20,Brunswick,OH,1,Cincinnati Tradition,All-Age - Open Class,83.25,2024
07/20,Landisville,PA,3,Hawthorne Caballeros,All-Age - World Class,85.05,2024
07/19,Prairie View,TX,6,Blue Stars,World Class,83.4,2024
07/20,Brunswick,OH,2,Rogues Hollow Regiment,All-Age - Open Class,77.4,2024
07/19,Bellbrook,OH,1,Columbus Saints,All-Age - A Class,69.1,2024
07/19,Prairie View,TX,7,Colts,World Class,81.95,2024
07/20,Landisville,PA,1,White Sabers,All-Age - Open Class,77.95,2024
07/20,Landisville,PA,2,Fusion Core,All-Age - Open Class,76.0,2024
07/19,Prairie View,TX,1,Guardians,World Class,63.6,2024
07/20,Landisville,PA,1,Skyliners,All-Age - A Class,67.0,2024
07/20,San Antonio,TX,1,Bluecoats,World Class,93.025,2024
07/22,Mesquite,TX,1,Carolina Crown,World Class,90.55,2024
07/23,Syracuse,NY,1,Spartans,Open Class,77.9,2024
07/23,McKinney,TX,1,Vanguard,World Class,89.4,2024
07/20,San Antonio,TX,2,Blue Devils,World Class,91.875,2024
07/22,Mesquite,TX,2,Mandarins,World Class,88.15,2024
07/23,Syracuse,NY,2,Battalion,Open Class,74.1,2024
07/23,McKinney,TX,2,Mandarins,World Class,89.0,2024
07/20,San Antonio,TX,3,Boston Crusaders,World Class,91.85,2024
07/22,Mesquite,TX,3,Cavaliers,World Class,85.3,2024
07/23,Syracuse,NY,3,7th Regiment,Open Class,64.0,2024
07/23,McKinney,TX,3,Blue Stars,World Class,85.85,2024
07/20,San Antonio,TX,4,Carolina Crown,World Class,89.925,2024
07/22,Mesquite,TX,4,Colts,World Class,83.9,2024
07/23,Syracuse,NY,4,Les Stentors,Open Class,58.55,2024
07/23,McKinney,TX,4,Troopers,World Class,82.55,2024
07/20,San Antonio,TX,5,Phantom Regiment,World Class,89.625,2024
07/22,Mesquite,TX,5,Crossmen,World Class,80.8,2024
07/23,McKinney,TX,5,Blue Knights,World Class,81.3,2024
07/20,San Antonio,TX,6,Vanguard,World Class,87.525,2024
07/22,Mesquite,TX,5,Madison Scouts,World Class,80.8,2024
07/23,Syracuse,NY,1,White Sabers,All-Age - Open Class,78.0,2024
07/23,McKinney,TX,6,Seattle Cascades,World Class,70.2,2024
07/20,San Antonio,TX,7,Mandarins,World Class,87.225,2024
07/22,Mesquite,TX,7,Pacific Crest,World Class,78.4,2024
07/23,McKinney,TX,7,Genesis,World Class,70.1,2024
07/20,San Antonio,TX,8,Blue Stars,World Class,84.938,2024
07/22,Mesquite,TX,8,Academy,World Class,75.8,2024
07/23,McKinney,TX,8,Jersey Surf,World Class,69.0,2024
07/20,San Antonio,TX,9,Cavaliers,World Class,84.675,2024
07/22,Mesquite,TX,8,Music City,World Class,75.8,2024
07/20,San Antonio,TX,10,Colts,World Class,83.35,2024
07/22,Mesquite,TX,10,Jersey Surf,World Class,69.05,2024
07/20,San Antonio,TX,11,Troopers,World Class,81.875,2024
07/20,San Antonio,TX,12,Madison Scouts,World Class,80.05,2024
07/22,Mesquite,TX,1,Guardians,World Class,64.5,2024
07/20,San Antonio,TX,13,Crossmen,World Class,79.925,2024
07/20,San Antonio,TX,14,Blue Knights,World Class,79.1,2024
07/20,San Antonio,TX,15,Pacific Crest,World Class,77.375,2024
07/20,San Antonio,TX,16,Spirit of Atlanta,World Class,77.35,2024
07/20,San Antonio,TX,17,Academy,World Class,75.0,2024
07/20,San Antonio,TX,18,Music City,World Class,74.35,2024
07/20,San Antonio,TX,19,Genesis,World Class,70.225,2024
07/20,San Antonio,TX,20,Seattle Cascades,World Class,69.225,2024
07/20,San Antonio,TX,21,Jersey Surf,World Class,68.875,2024
07/20,San Antonio,TX,1,Guardians,World Class,64.375,2024
07/24,Monroe,LA,1,Vanguard,World Class,89.825,2024
07/26,Dover,PA,1,Spartans,Open Class,79.0,2024
07/26,Birmingham,AL,1,Colts,World Class,85.55,2024
07/24,Monroe,LA,2,Blue Stars,World Class,87.45,2024
07/26,Dover,PA,2,Gold,Open Class,77.25,2024
07/26,Birmingham,AL,2,Troopers,World Class,85.35,2024
07/24,Monroe,LA,3,Cavaliers,World Class,86.65,2024
07/26,Dover,PA,3,Battalion,Open Class,74.8,2024
07/26,Birmingham,AL,3,Blue Knights,World Class,82.45,2024
07/24,Monroe,LA,4,Troopers,World Class,84.0,2024
07/26,Dover,PA,4,Raiders,Open Class,64.45,2024
07/26,Birmingham,AL,4,Madison Scouts,World Class,82.325,2024
07/24,Monroe,LA,5,Blue Knights,World Class,82.85,2024
07/26,Dover,PA,5,7th Regiment,Open Class,64.4,2024
07/26,Birmingham,AL,5,Spirit of Atlanta,World Class,81.0,2024
07/24,Monroe,LA,6,Genesis,World Class,71.7,2024
07/26,Dover,PA,6,Les Stentors,Open Class,60.7,2024
07/26,Birmingham,AL,6,Crossmen,World Class,80.7,2024
07/24,Monroe,LA,7,Jersey Surf,World Class,69.95,2024
07/26,Birmingham,AL,7,Jersey Surf,World Class,71.55,2024
07/26,Birmingham,AL,1,Atlanta CV,All-Age - World Class,82.6,2024
07/26,Murfreesboro,TN,1,Bluecoats,World Class,94.45,2024
07/27,Mount Olive,NJ,1,Reading Buccaneers,All-Age - World Class,91.3,2024
07/27,Sheffield,PA,1,Spartans,Open Class,80.15,2024
07/27,Atlanta,GA,1,Bluecoats,World Class,94.425,2024
07/26,Murfreesboro,TN,2,Boston Crusaders,World Class,93.35,2024
07/27,Mount Olive,NJ,2,Bushwackers,All-Age - World Class,89.85,2024
07/27,Sheffield,PA,2,Gold,Open Class,78.1,2024
07/27,Atlanta,GA,2,Boston Crusaders,World Class,93.875,2024
07/26,Murfreesboro,TN,3,Blue Devils,World Class,92.75,2024
07/27,Mount Olive,NJ,3,Hawthorne Caballeros,All-Age - World Class,87.85,2024
07/27,Sheffield,PA,3,Battalion,Open Class,75.5,2024
07/27,Atlanta,GA,3,Blue Devils,World Class,93.325,2024
07/26,Murfreesboro,TN,4,Phantom Regiment,World Class,90.65,2024
07/27,Mount Olive,NJ,4,Connecticut Hurricanes,All-Age - World Class,81.85,2024
07/27,Sheffield,PA,4,Raiders,Open Class,66.75,2024
07/27,Atlanta,GA,4,Phantom Regiment,World Class,91.65,2024
07/26,Murfreesboro,TN,5,Carolina Crown,World Class,90.5,2024
07/27,Sheffield,PA,5,7th Regiment,Open Class,65.7,2024
07/27,Atlanta,GA,5,Carolina Crown,World Class,91.575,2024
07/26,Murfreesboro,TN,6,Mandarins,World Class,88.2,2024
07/27,Mount Olive,NJ,1,White Sabers,All-Age - Open Class,82.35,2024
07/27,Sheffield,PA,6,Les Stentors,Open Class,61.85,2024
07/27,Atlanta,GA,6,Vanguard,World Class,89.475,2024
07/26,Murfreesboro,TN,7,Cavaliers,World Class,85.45,2024
07/27,Mount Olive,NJ,2,Fusion Core,All-Age - Open Class,71.45,2024
07/27,Atlanta,GA,7,Mandarins,World Class,88.15,2024
07/26,Murfreesboro,TN,8,Music City,World Class,77.9,2024
07/27,Sheffield,PA,1,Rogues Hollow Regiment,All-Age - Open Class,79.3,2024
07/27,Atlanta,GA,8,Blue Stars,World Class,86.725,2024
07/27,Mount Olive,NJ,1,Sunrisers,All-Age - A Class,70.85,2024
07/27,Atlanta,GA,9,Colts,World Class,85.85,2024
07/27,Atlanta,GA,10,Crossmen,World Class,81.725,2024
07/27,Atlanta,GA,11,Spirit of Atlanta,World Class,80.8,2024
07/27,Atlanta,GA,12,Academy,World Class,78.45,2024
07/27,Atlanta,GA,13,Genesis,World Class,73.75,2024
07/27,Atlanta,GA,1,Atlanta CV,All-Age - World Class,82.775,2024
07/28,Winston-Salem,NC,1,Bluecoats,World Class,94.7,2024
07/28,Orville,OH,1,Spartans,Open Class,80.05,2024
07/30,Newark,DE,1,Bluecoats,World Class,95.225,2024
07/30,Centerville,OH,1,Mandarins,World Class,90.25,2024
07/28,Winston-Salem,NC,2,Blue Devils,World Class,93.4,2024
07/28,Orville,OH,2,Gold,Open Class,77.95,2024
07/30,Newark,DE,2,Blue Devils,World Class,94.25,2024
07/30,Centerville,OH,2,Blue Stars,World Class,88.45,2024
07/28,Winston-Salem,NC,3,Carolina Crown,World Class,91.95,2024
07/28,Orville,OH,3,Raiders,Open Class,67.7,2024
07/30,Newark,DE,3,Vanguard,World Class,90.8,2024
07/30,Centerville,OH,3,Madison Scouts,World Class,84.95,2024
07/28,Winston-Salem,NC,4,Mandarins,World Class,88.8,2024
07/28,Orville,OH,4,7th Regiment,Open Class,66.8,2024
07/30,Newark,DE,4,Troopers,World Class,86.65,2024
07/30,Centerville,OH,4,Music City,World Class,80.9,2024
07/28,Winston-Salem,NC,5,Troopers,World Class,86.375,2024
07/28,Orville,OH,5,Les Stentors,Open Class,62.85,2024
07/30,Newark,DE,5,Blue Knights,World Class,83.4,2024
07/30,Centerville,OH,5,Genesis,World Class,76.7,2024
07/28,Winston-Salem,NC,6,Cavaliers,World Class,86.0,2024
07/30,Newark,DE,6,Crossmen,World Class,82.25,2024
07/28,Winston-Salem,NC,7,Madison Scouts,World Class,83.5,2024
07/28,Orville,OH,1,Cincinnati Tradition,All-Age - Open Class,85.35,2024
07/30,Newark,DE,7,Jersey Surf,World Class,73.45,2024
07/30,Centerville,OH,1,Raiders,Open Class,68.45,2024
07/28,Winston-Salem,NC,8,Blue Knights,World Class,82.6,2024
07/28,Orville,OH,2,Rogues Hollow Regiment,All-Age - Open Class,79.3,2024
07/30,Centerville,OH,2,7th Regiment,Open Class,65.9,2024
07/28,Winston-Salem,NC,9,Pacific Crest,World Class,82.4,2024
07/28,Winston-Salem,NC,10,Music City,World Class,74.95,2024
