Date,City,State,Place,Corps,Class,Score,Year
06/10,Menasha,WI,1,Madison Scouts,World Class,66.8,1995
06/10,Burlington,MA,1,Royal Cadets,World Class,38.5,1995
06/15,Rockford,IL,1,Cavaliers,World Class,67.7,1995
06/16,Columbus,OH,1,Madison Scouts,World Class,70.1,1995
06/10,Menasha,WI,2,Pioneer,World Class,48.3,1995
06/15,Rockford,IL,2,Phantom Regiment,World Class,67.3,1995
06/16,Columbus,OH,2,Colts,World Class,61.2,1995
06/10,Menasha,WI,3,Americanos,World Class,31.6,1995
06/10,Burlington,MA,1,Citations,World Class,57.1,1995
06/15,Rockford,IL,3,Nite Express,World Class,41.3,1995
06/16,Columbus,OH,3,Pioneer,World Class,50.9,1995
06/10,Menasha,WI,4,Blue Stars,World Class,29.1,1995
06/10,Burlington,MA,2,Phoenix-MA,World Class,52.2,1995
06/15,Rockford,IL,4,Americanos,World Class,29.8,1995
06/16,Columbus,OH,4,Americanos,World Class,35.9,1995
06/10,Menasha,WI,5,Marquis,World Class,28.2,1995
06/10,Burlington,MA,3,J's,World Class,50.8,1995
06/15,Rockford,IL,5,Phantom Regiment Cadets,World Class,28.9,1995
06/16,Columbus,OH,5,Mirage,World Class,27.4,1995
06/10,Menasha,WI,6,Chicago Vanguard,World Class,25.3,1995
06/10,Burlington,MA,4,Fitchburg Kingsmen,World Class,50.0,1995
06/15,Rockford,IL,6,Marquis,World Class,25.0,1995
06/16,Columbus,OH,6,Marquis,World Class,27.3,1995
06/16,Columbus,OH,7,Coachmen,World Class,21.3,1995
06/10,Burlington,MA,1,Braintree Braves,World Class,22.3,1995
06/16,Oswego,IL,1,Cavaliers,World Class,69.9,1995
06/17,Toledo,OH,1,Madison Scouts,World Class,70.6,1995
06/17,Waltham,MA,1,East Coast Jazz,World Class,48.6,1995
06/17,St. Hyacinth,Quebec,1,Academie Musicale,World Class,57.9,1995
06/16,Oswego,IL,2,Phantom Regiment,World Class,69.3,1995
06/17,Toledo,OH,2,Cavaliers,World Class,68.9,1995
06/17,Waltham,MA,2,Royal Cadets,World Class,32.5,1995
06/16,Oswego,IL,3,Nite Express,World Class,47.5,1995
06/17,Toledo,OH,3,Phantom Regiment,World Class,68.2,1995
06/17,St. Hyacinth,Quebec,1,Multi-Visions,World Class,48.6,1995
06/16,Oswego,IL,4,Capital Sound,World Class,35.2,1995
06/17,Toledo,OH,4,Glassmen,World Class,58.9,1995
06/17,Waltham,MA,1,Citations,World Class,58.9,1995
06/16,Oswego,IL,5,Blue Stars,World Class,34.3,1995
06/17,Toledo,OH,5,Colts,World Class,58.6,1995
06/17,Waltham,MA,2,Fitchburg Kingsmen,World Class,51.3,1995
06/17,St. Hyacinth,Quebec,1,Pers-Clairs,World Class,48.1,1995
06/16,Oswego,IL,6,Phantom Regiment Cadets,World Class,28.3,1995
06/17,Toledo,OH,6,Pioneer,World Class,49.1,1995
06/17,Waltham,MA,3,Phoenix-MA,World Class,49.7,1995
06/17,St. Hyacinth,Quebec,2,Sentinelles,World Class,35.0,1995
06/16,Oswego,IL,7,Racine Scouts,World Class,23.1,1995
06/17,Toledo,OH,7,Americanos,World Class,34.3,1995
06/17,Waltham,MA,4,J's,World Class,49.0,1995
06/17,Toledo,OH,8,Bluegrass Brass,World Class,20.9,1995
06/17,Waltham,MA,1,Dream Warriors,World Class,45.3,1995
06/17,Waltham,MA,2,Braintree Braves,World Class,23.4,1995
06/18,Saginaw,MI,1,Phantom Regiment,World Class,69.1,1995
06/18,Bellevue,OH,1,Madison Scouts,World Class,71.9,1995
06/18,Fitchburg,MA,1,Royal Cadets,World Class,44.0,1995
06/19,Beavercreek,OH,1,Madison Scouts,World Class,72.8,1995
06/18,Saginaw,MI,2,Northern Aurora,World Class,40.1,1995
06/18,Bellevue,OH,2,Colts,World Class,63.6,1995
06/19,Beavercreek,OH,2,Cavaliers,World Class,71.7,1995
06/18,Saginaw,MI,3,Blue Stars,World Class,39.0,1995
06/18,Bellevue,OH,3,Glassmen,World Class,62.8,1995
06/18,Fitchburg,MA,1,Citations,World Class,60.9,1995
06/19,Beavercreek,OH,3,Glassmen,World Class,64.6,1995
06/18,Saginaw,MI,4,Marquis,World Class,30.0,1995
06/18,Bellevue,OH,4,Pioneer,World Class,53.3,1995
06/18,Fitchburg,MA,2,J's,World Class,54.8,1995
06/19,Beavercreek,OH,4,Colts,World Class,64.5,1995
06/18,Saginaw,MI,5,Phantom Regiment Cadets,World Class,29.4,1995
06/18,Bellevue,OH,5,Americanos,World Class,34.0,1995
06/18,Fitchburg,MA,3,Fitchburg Kingsmen,World Class,54.6,1995
06/19,Beavercreek,OH,5,Pioneer,World Class,51.2,1995
06/18,Saginaw,MI,6,Coachmen,World Class,26.8,1995
06/18,Bellevue,OH,6,Golden Lancers,World Class,32.8,1995
06/18,Fitchburg,MA,4,Phoenix-MA,World Class,54.4,1995
06/19,Beavercreek,OH,6,Americanos,World Class,36.8,1995
06/18,Saginaw,MI,7,Bandettes,World Class,25.5,1995
06/18,Bellevue,OH,7,Marion Cadets,World Class,21.7,1995
06/18,Bellevue,OH,8,Bluegrass Brass,World Class,19.2,1995
06/18,Fitchburg,MA,1,Dream Warriors,World Class,44.7,1995
06/18,Fitchburg,MA,2,Braintree Braves,World Class,21.2,1995
06/20,Winchester,KY,1,Cavaliers,World Class,75.1,1995
06/20,Otsego,MI,1,Madison Scouts,World Class,72.2,1995
06/22,Streator,IL,1,Cavaliers,World Class,72.7,1995
06/23,Sacramento,CA,1,Blue Devils,World Class,75.6,1995
06/20,Winchester,KY,2,Colts,World Class,67.0,1995
06/20,Otsego,MI,2,Cadets,World Class,69.9,1995
06/22,Streator,IL,2,Madison Scouts,World Class,71.9,1995
06/23,Sacramento,CA,2,Vanguard,World Class,66.5,1995
06/20,Winchester,KY,3,Glassmen,World Class,65.6,1995
06/20,Otsego,MI,3,Phantom Regiment,World Class,69.7,1995
06/22,Streator,IL,3,Colts,World Class,62.6,1995
06/23,Sacramento,CA,3,Blue Knights,World Class,62.0,1995
06/20,Winchester,KY,4,Golden Lancers,World Class,37.5,1995
06/20,Otsego,MI,4,Pioneer,World Class,53.0,1995
06/22,Streator,IL,4,Pioneer,World Class,52.6,1995
06/20,Winchester,KY,4,Americanos,World Class,37.5,1995
06/20,Otsego,MI,5,Northern Aurora,World Class,42.3,1995
06/22,Streator,IL,5,Troopers,World Class,50.6,1995
06/23,Sacramento,CA,1,Vanguard Cadets,World Class,67.2,1995
06/20,Winchester,KY,6,Mirage,World Class,27.4,1995
06/20,Otsego,MI,5,Blue Stars,World Class,42.3,1995
06/22,Streator,IL,6,Quad City Knights,World Class,30.9,1995
06/23,Sacramento,CA,2,Mandarins,World Class,65.8,1995
06/20,Winchester,KY,7,Marion Cadets,World Class,25.7,1995
06/20,Otsego,MI,7,Marquis,World Class,29.2,1995
06/23,Sacramento,CA,3,Blue Devils B,World Class,61.7,1995
06/20,Winchester,KY,8,Bluegrass Brass,World Class,24.3,1995
06/20,Otsego,MI,8,Coachmen,World Class,25.9,1995
06/23,Sacramento,CA,4,Pacific Crest,World Class,55.9,1995
06/23,LaPorte,IN,1,Cavaliers,World Class,75.6,1995
06/23,LaCrosse,WI,1,Phantom Regiment,World Class,70.9,1995
06/24,Milwaukee,WI,1,Cavaliers,World Class,74.7,1995
06/24,Alexandria,MN,1,Colts,World Class,67.6,1995
06/23,LaPorte,IN,2,Madison Scouts,World Class,74.1,1995
06/23,LaCrosse,WI,2,Glassmen,World Class,63.7,1995
06/24,Milwaukee,WI,2,Madison Scouts,World Class,73.0,1995
06/24,Alexandria,MN,2,Glassmen,World Class,65.8,1995
06/23,LaPorte,IN,3,Cadets,World Class,73.1,1995
06/23,LaCrosse,WI,3,Nite Express,World Class,46.4,1995
06/24,Milwaukee,WI,3,Cadets,World Class,72.9,1995
06/24,Alexandria,MN,3,Minnesota Brass,World Class,51.4,1995
06/23,LaPorte,IN,4,Pioneer,World Class,54.3,1995
06/23,LaCrosse,WI,4,Blue Stars,World Class,45.6,1995
06/24,Milwaukee,WI,4,Phantom Regiment,World Class,71.7,1995
06/24,Alexandria,MN,4,Blue Stars,World Class,45.8,1995
06/23,LaPorte,IN,5,Troopers,World Class,50.1,1995
06/23,LaCrosse,WI,5,Northern Aurora,World Class,42.4,1995
06/24,Milwaukee,WI,5,Pioneer,World Class,54.3,1995
06/24,Alexandria,MN,5,Northern Aurora,World Class,44.1,1995
06/23,LaPorte,IN,6,Americanos,World Class,36.4,1995
06/23,LaCrosse,WI,6,Phantom Regiment Cadets,World Class,29.5,1995
06/24,Milwaukee,WI,6,Troopers,World Class,51.2,1995
06/24,Alexandria,MN,6,Govenaires,World Class,42.5,1995
06/23,LaPorte,IN,7,Quad City Knights,World Class,35.0,1995
06/23,LaCrosse,WI,7,Colt Cadets,World Class,23.3,1995
06/24,Milwaukee,WI,7,Americanos,World Class,37.0,1995
06/24,Alexandria,MN,7,Railmen,World Class,29.5,1995
06/23,LaPorte,IN,8,Coachmen,World Class,23.5,1995
06/24,Milwaukee,WI,8,Golden Lancers,World Class,36.9,1995
06/24,Alexandria,MN,8,North Force,World Class,27.5,1995
06/24,Milwaukee,WI,9,Kilties,World Class,35.3,1995
06/24,Milwaukee,WI,10,Marquis,World Class,28.6,1995
06/24,Milwaukee,WI,11,Racine Scouts,World Class,24.8,1995
06/24,Santa Clara,CA,1,Blue Devils,World Class,79.9,1995
06/24,Bayonne,NJ,1,Spartans,World Class,59.8,1995
06/24,Waterbury,CT,1,Bushwackers,World Class,66.4,1995
06/25,Fon du Lac,WI,1,Madison Scouts,World Class,74.2,1995
06/24,Santa Clara,CA,2,Vanguard,World Class,70.2,1995
06/24,Bayonne,NJ,2,Raiders,World Class,59.1,1995
06/24,Waterbury,CT,2,Westshoremen,World Class,66.2,1995
06/25,Fon du Lac,WI,2,Americanos,World Class,40.6,1995
06/24,Santa Clara,CA,3,Blue Knights,World Class,62.4,1995
06/24,Bayonne,NJ,3,Jersey Surf,World Class,58.5,1995
06/24,Waterbury,CT,3,Connecticut Hurricanes,World Class,60.0,1995
06/25,Fon du Lac,WI,3,Quad City Knights,World Class,36.5,1995
06/24,Bayonne,NJ,4,Kips Bay Knight Club,World Class,51.5,1995
06/24,Waterbury,CT,4,Sunrisers,World Class,54.2,1995
06/25,Fon du Lac,WI,4,Marquis,World Class,32.7,1995
06/24,Santa Clara,CA,1,Mandarins,World Class,61.6,1995
06/24,Bayonne,NJ,5,Royal Columbians,World Class,49.4,1995
06/25,Fon du Lac,WI,5,Chicago Vanguard,World Class,26.8,1995
06/24,Santa Clara,CA,2,Vanguard Cadets,World Class,61.3,1995
06/24,Bayonne,NJ,6,Southern Illusion,World Class,37.1,1995
06/24,Santa Clara,CA,3,Blue Devils B,World Class,58.8,1995
06/24,Santa Clara,CA,4,Pacific Crest,World Class,53.7,1995
06/24,Bayonne,NJ,1,Hawthorne Caballeros,World Class,71.9,1995
06/24,Bayonne,NJ,2,New York Skyliners,World Class,62.1,1995
06/24,Bayonne,NJ,3,Chieftains,World Class,49.2,1995
06/25,Rochester,MN,1,Cavaliers,World Class,75.5,1995
06/25,Woodburn,MA,1,Crossmen,World Class,64.5,1995
06/25,Woodstock,IL,1,Cadets,World Class,72.4,1995
06/26,Moorhead,MN,1,Northern Aurora,World Class,48.1,1995
06/25,Rochester,MN,2,Colts,World Class,67.3,1995
06/25,Woodburn,MA,2,Boston Crusaders,World Class,59.2,1995
