Date,City,State,Place,Corps,Class,Score,Year
06/15,Wildwood,NJ,1,Reading Buccaneers,DCA Open Class,78.05,2013
06/19,Mesa,AZ,1,Carolina Crown,World Class,73.2,2013
06/21,Belvidere,IL,1,Cadets,World Class,74.1,2013
06/21,Mount Sterling,KY,1,Bluecoats,World Class,70.0,2013
06/15,Wildwood,NJ,2,Hawthorne Caballeros,DCA Open Class,74.2,2013
06/19,Mesa,AZ,2,Blue Knights,World Class,65.8,2013
06/21,Belvidere,IL,2,Phantom Regiment,World Class,71.3,2013
06/21,Mount Sterling,KY,2,Cavaliers,World Class,66.7,2013
06/15,Wildwood,NJ,3,Fusion Core,DCA Open Class,72.8,2013
06/19,Mesa,AZ,3,Academy,World Class,59.7,2013
06/21,Belvidere,IL,3,Madison Scouts,World Class,68.7,2013
06/21,Mount Sterling,KY,3,Spirit of Atlanta,World Class,66.1,2013
06/15,Wildwood,NJ,4,Cadets 2,DCA Open Class,69.05,2013
06/19,Mesa,AZ,4,Pacific Crest,World Class,57.9,2013
06/21,Belvidere,IL,4,Blue Stars,World Class,63.1,2013
06/21,Mount Sterling,KY,4,Crossmen,World Class,61.7,2013
06/15,Wildwood,NJ,5,Bushwackers,DCA Open Class,62.95,2013
06/21,Belvidere,IL,5,Pioneer,World Class,51.5,2013
06/21,Mount Sterling,KY,5,Troopers,World Class,59.0,2013
06/21,Belvidere,IL,1,Colt Cadets,Open Class,56.0,2013
06/21,Mount Sterling,KY,1,Cincinnati Tradition,DCA A Class,55.2,2013
06/21,Clovis,CA,1,Carolina Crown,World Class,74.5,2013
06/22,Akron,OH,1,Cadets,World Class,74.2,2013
06/22,Merrillville,IN,1,Madison Scouts,World Class,69.7,2013
06/22,Stanford,CA,1,Blue Devils,World Class,76.15,2013
06/21,Clovis,CA,2,Blue Devils,World Class,74.35,2013
06/22,Akron,OH,2,Bluecoats,World Class,71.15,2013
06/22,Merrillville,IN,2,Blue Stars,World Class,64.5,2013
06/22,Stanford,CA,2,Carolina Crown,World Class,75.45,2013
06/21,Clovis,CA,3,Vanguard,World Class,71.15,2013
06/22,Akron,OH,3,Phantom Regiment,World Class,71.1,2013
06/22,Merrillville,IN,3,Crossmen,World Class,63.0,2013
06/22,Stanford,CA,3,Vanguard,World Class,72.6,2013
06/21,Clovis,CA,4,Blue Knights,World Class,67.0,2013
06/22,Akron,OH,4,Cavaliers,World Class,66.5,2013
06/22,Merrillville,IN,4,Troopers,World Class,59.8,2013
06/22,Stanford,CA,4,Blue Knights,World Class,69.05,2013
06/21,Clovis,CA,5,Pacific Crest,World Class,60.75,2013
06/22,Akron,OH,5,Spirit of Atlanta,World Class,65.5,2013
06/22,Merrillville,IN,5,Pioneer,World Class,52.3,2013
06/22,Stanford,CA,5,Pacific Crest,World Class,62.35,2013
06/21,Clovis,CA,6,Mandarins,World Class,58.05,2013
06/22,Akron,OH,6,Boston Crusaders,World Class,64.3,2013
06/22,Stanford,CA,6,Mandarins,World Class,59.7,2013
06/21,Clovis,CA,1,Blue Devils B,Open Class,60.55,2013
