Date,City,State,Place,Corps,Class,Score,Year
06/07,New Haven,CT,1,Hawthorne Caballeros,World Class,75.7,1975
06/07,Lewistown,PA,1,Reading Buccaneers,World Class,76.7,1975
06/08,Kingston,NY,1,Belvederes,World Class,63.5,1975
06/14,Lowell,MA,1,Muchachos,World Class,76.95,1975
06/07,New Haven,CT,2,New York Skyliners,World Class,72.05,1975
06/07,Lewistown,PA,2,Rochester Crusaders,World Class,69.5,1975
06/08,Kingston,NY,2,CMCC Warriors,World Class,62.75,1975
06/14,Lowell,MA,2,27th Lancers,World Class,72.85,1975
06/07,New Haven,CT,3,Matadors,World Class,67.76,1975
06/07,Lewistown,PA,3,Yankee Rebels,World Class,68.0,1975
06/08,Kingston,NY,3,Meadowlarks,World Class,61.0,1975
06/14,Lowell,MA,3,St. Francis Sancians,World Class,56.55,1975
06/07,New Haven,CT,4,Sunrisers,World Class,63.1,1975
06/07,Lewistown,PA,4,Royalaires,World Class,59.45,1975
06/08,Kingston,NY,4,Monarchs,World Class,55.45,1975
06/14,Lowell,MA,4,Boston Crusaders,World Class,55.85,1975
06/07,New Haven,CT,5,Hanover Lancers,World Class,45.11,1975
06/07,Lewistown,PA,5,Thunderbirds,World Class,56.45,1975
06/08,Kingston,NY,5,Townsmen,World Class,50.15,1975
06/14,Lowell,MA,5,Pembroke Imperials,World Class,50.4,1975
06/08,Kingston,NY,6,Lakers,World Class,28.55,1975
06/14,Lowell,MA,6,Emerald Cadets,World Class,50.2,1975
06/14,Lowell,MA,7,Melrose Cardinals,World Class,41.8,1975
06/14,Lowell,MA,8,New London Surfers,World Class,35.65,1975
06/14,Johnsonburg,PA,1,Hanover Lancers,World Class,66.7,1975
06/14,Binghamton,NY,1,Crossmen,World Class,74.95,1975
06/14,Union City,NJ,1,Hawthorne Caballeros,World Class,82.1,1975
06/14,Lewisburg,PA,1,Reading Buccaneers,World Class,75.3,1975
06/14,Johnsonburg,PA,2,Emmaus Sentinels,World Class,61.8,1975
06/14,Binghamton,NY,2,Belvederes,World Class,72.05,1975
06/14,Union City,NJ,2,Matadors,World Class,74.0,1975
06/14,Lewisburg,PA,2,Rochester Crusaders,World Class,69.45,1975
06/14,Johnsonburg,PA,3,Diplomats,World Class,59.0,1975
06/14,Binghamton,NY,3,Gauchos,World Class,55.8,1975
06/14,Union City,NJ,3,Sunrisers,World Class,71.9,1975
06/14,Lewisburg,PA,3,Yankee Rebels,World Class,68.0,1975
06/14,Johnsonburg,PA,4,York White Roses,World Class,53.15,1975
06/14,Binghamton,NY,4,Chessmen,World Class,53.55,1975
06/14,Union City,NJ,4,Connecticut Hurricanes,World Class,70.5,1975
06/14,Lewisburg,PA,4,Thunderbirds,World Class,59.45,1975
06/14,Johnsonburg,PA,5,Freestatesmen,World Class,39.6,1975
06/14,Binghamton,NY,5,Rough Riders,World Class,41.5,1975
06/14,Lewisburg,PA,5,Royalaires,World Class,56.45,1975
06/14,Aurora,IL,1,Cavaliers,World Class,81.8,1975
06/15,Madison,WI,1,Americanos,World Class,64.95,1975
06/15,Fulton,NY,1,Squires,World Class,70.85,1975
06/20,Hasbrouck Heights,NJ,1,Muchachos,World Class,74.25,1975
06/14,Aurora,IL,2,Phantom Regiment,World Class,78.0,1975
06/15,Madison,WI,2,Emerald Knights,World Class,61.85,1975
06/15,Fulton,NY,2,Belvederes,World Class,69.2,1975
06/20,Hasbrouck Heights,NJ,2,27th Lancers,World Class,72.0,1975
06/14,Aurora,IL,3,Emerald Knights,World Class,68.5,1975
06/15,Madison,WI,3,Fox Valley Raiders,World Class,56.25,1975
06/15,Fulton,NY,3,Cadets of Greece,World Class,67.4,1975
06/20,Hasbrouck Heights,NJ,3,Garfield Cadets,World Class,68.35,1975
