Date,Year,Month,Day,Month_Name,Season,City,State,Event_Name,Corps_Count
1964-05-10,1964,05,10,May,Spring,Manchester,NH,"Manchester, NH",15
1964-05-16,1964,05,16,May,Spring,Baldwinville,NY,"Baldwinville, NY",4
1964-05-16,1964,05,16,May,Spring,Shawinigan,Quebec,"Shawinigan, Quebec",16
1964-05-17,1964,05,17,May,Spring,Garfield,NJ,"Garfield, NJ",6
1964-05-17,1964,05,17,May,Spring,Malden,MA,"Malden, MA",4
1964-05-19,1964,05,19,May,Spring,Plymouth,MA,"Plymouth, MA",5
1964-05-23,1964,05,23,May,Spring,Aurora,IL,"Aurora, IL",5
1964-05-23,1964,05,23,May,Spring,Flushing Meadows,NY,"Flushing Meadows, NY",23
1964-05-23,1964,05,23,May,Spring,Poughkeepsie,NY,"Poughkeepsie, NY",4
1964-05-23,1964,05,23,May,Spring,Quebec City,Quebec,"Quebec City, Quebec",8
1964-05-23,1964,05,23,May,Spring,Somerville,MA,"Somerville, MA",7
1964-05-24,1964,05,24,May,Spring,Holyoke,MA,"Holyoke, MA",8
1964-05-25,1964,05,25,May,Spring,Phillipsburg,NY,"Phillipsburg, NY",6
1964-05-27,1964,05,27,May,Spring,Everett,MA,"Everett, MA",6
1964-05-29,1964,05,29,May,Spring,Lewistown,ME,"Lewistown, ME",6
1964-05-30,1964,05,30,May,Spring,Kenosha,WI,"Kenosha, WI",11
1964-05-30,1964,05,30,May,Spring,Kingston,NY,"Kingston, NY",5
1964-05-30,1964,05,30,May,Spring,Midland Park,NJ,"Midland Park, NJ",15
1964-05-31,1964,05,31,May,Spring,Lancaster,PA,"Lancaster, PA",7
1964-06-06,1964,06,06,June,Summer,Baltimore,MD,"Baltimore, MD",9
1964-06-06,1964,06,06,June,Summer,Dumont,NJ,"Dumont, NJ",7
1964-06-06,1964,06,06,June,Summer,East Providence,RI,"East Providence, RI",5
1964-06-06,1964,06,06,June,Summer,Leominster,MA,"Leominster, MA",6
1964-06-06,1964,06,06,June,Summer,Maumee,OH,"Maumee, OH",7
1964-06-06,1964,06,06,June,Summer,New Haven,CT,"New Haven, CT",6
1964-06-06,1964,06,06,June,Summer,Tewksbury,MA,"Tewksbury, MA",9
1964-06-07,1964,06,07,June,Summer,Chelsea,MA,"Chelsea, MA",15
1964-06-07,1964,06,07,June,Summer,Malvern,PA,"Malvern, PA",6
1964-06-07,1964,06,07,June,Summer,Nashua,NH,"Nashua, NH",5
1964-06-07,1964,06,07,June,Summer,New York,NY,"New York, NY",5
1964-06-12,1964,06,12,June,Summer,Longmont,CO,"Longmont, CO",10
1964-06-13,1964,06,13,June,Summer,Altoona,PA,"Altoona, PA",5
1964-06-13,1964,06,13,June,Summer,Ansonia,CT,"Ansonia, CT",12
1964-06-13,1964,06,13,June,Summer,Centerline,MI,"Centerline, MI",4
1964-06-13,1964,06,13,June,Summer,Danvers,MA,"Danvers, MA",13
1964-06-13,1964,06,13,June,Summer,Denver,CO,"Denver, CO",9
1964-06-13,1964,06,13,June,Summer,East Peterson,NJ,"East Peterson, NJ",6
1964-06-13,1964,06,13,June,Summer,Easton,PA,"Easton, PA",7
1964-06-13,1964,06,13,June,Summer,Hamilton,Ontario,"Hamilton, Ontario",5
1964-06-13,1964,06,13,June,Summer,Herkimer,NY,"Herkimer, NY",5
1964-06-13,1964,06,13,June,Summer,Hershey,PA,"Hershey, PA",5
1964-06-13,1964,06,13,June,Summer,New Haven,CT,"New Haven, CT",5
1964-06-13,1964,06,13,June,Summer,Ottawa,Ontario,"Ottawa, Ontario",5
1964-06-13,1964,06,13,June,Summer,Plymouth,WI,"Plymouth, WI",7
1964-06-13,1964,06,13,June,Summer,Springfield,MA,"Springfield, MA",5
1964-06-14,1964,06,14,June,Summer,Bordentown,NJ,"Bordentown, NJ",8
1964-06-14,1964,06,14,June,Summer,Kensington,PA,"Kensington, PA",5
1964-06-14,1964,06,14,June,Summer,Shortsville,NY,"Shortsville, NY",5
1964-06-18,1964,06,18,June,Summer,Walpole,MA,"Walpole, MA",6
1964-06-20,1964,06,20,June,Summer,Bordentown,NJ,"Bordentown, NJ",14
1964-06-20,1964,06,20,June,Summer,Bronx,NY,"Bronx, NY",7
1964-06-20,1964,06,20,June,Summer,Chelsea,MA,"Chelsea, MA",3
1964-06-20,1964,06,20,June,Summer,Girard,PS,"Girard, PS",4
1964-06-20,1964,06,20,June,Summer,Lindenwold,NJ,"Lindenwold, NJ",8
1964-06-20,1964,06,20,June,Summer,Muskegon,MI,"Muskegon, MI",12
1964-06-20,1964,06,20,June,Summer,Newark,NJ,"Newark, NJ",7
1964-06-20,1964,06,20,June,Summer,Park Ridge,IL,"Park Ridge, IL",7
1964-06-20,1964,06,20,June,Summer,Pittsfield,MA,"Pittsfield, MA",5
1964-06-20,1964,06,20,June,Summer,Rochester,NY,"Rochester, NY",5
1964-06-20,1964,06,20,June,Summer,Rome,NY,"Rome, NY",5
1964-06-20,1964,06,20,June,Summer,Santa Rosa,CA,"Santa Rosa, CA",6
1964-06-20,1964,06,20,June,Summer,Stratford,CT,"Stratford, CT",6
1964-06-20,1964,06,20,June,Summer,Syracuse,NY,"Syracuse, NY",5
1964-06-21,1964,06,21,June,Summer,Agawan,MA,"Agawan, MA",10
1964-06-21,1964,06,21,June,Summer,Claremont,NH,"Claremont, NH",6
1964-06-21,1964,06,21,June,Summer,Levittown,PA,"Levittown, PA",6
1964-06-26,1964,06,26,June,Summer,Bedford,MA,"Bedford, MA",9
1964-06-27,1964,06,27,June,Summer,Boston,MA,"Boston, MA",7
1964-06-27,1964,06,27,June,Summer,Butler,PA,"Butler, PA",5
1964-06-27,1964,06,27,June,Summer,Cedarburg,WI,"Cedarburg, WI",18
1964-06-27,1964,06,27,June,Summer,Deer Park,NY,"Deer Park, NY",7
1964-06-27,1964,06,27,June,Summer,Endicott,NY,"Endicott, NY",6
1964-06-27,1964,06,27,June,Summer,Kitchner,Ontario,"Kitchner, Ontario",13
1964-06-27,1964,06,27,June,Summer,Milford,CT,"Milford, CT",5
1964-06-27,1964,06,27,June,Summer,New Haven,CT,"New Haven, CT",5
1964-06-27,1964,06,27,June,Summer,Pittsfield,MA,"Pittsfield, MA",6
1964-06-27,1964,06,27,June,Summer,Pottsville,PA,"Pottsville, PA",6
1964-06-27,1964,06,27,June,Summer,Sacramento,CA,"Sacramento, CA",2
1964-06-27,1964,06,27,June,Summer,Springfield,IL,"Springfield, IL",10
1964-06-27,1964,06,27,June,Summer,Union City,PA,"Union City, PA",5
1964-06-27,1964,06,27,June,Summer,Welland,Ontario,"Welland, Ontario",4
1964-06-27,1964,06,27,June,Summer,Wildwood,NJ,"Wildwood, NJ",19
1964-06-28,1964,06,28,June,Summer,Fitchburg,MA,"Fitchburg, MA",7
1964-06-28,1964,06,28,June,Summer,Middleboro,MA,"Middleboro, MA",4
1964-06-28,1964,06,28,June,Summer,Paterson,NJ,"Paterson, NJ",5
1964-07-01,1964,07,01,July,Summer,Everett,MA,"Everett, MA",3
1964-07-01,1964,07,01,July,Summer,Racine,WI,"Racine, WI",10
1964-07-04,1964,07,04,July,Summer,Bethlehem,PA,"Bethlehem, PA",4
1964-07-04,1964,07,04,July,Summer,Bridgeport,CT,"Bridgeport, CT",5
1964-07-04,1964,07,04,July,Summer,Havre DeGrace,MD,"Havre DeGrace, MD",4
1964-07-04,1964,07,04,July,Summer,Menomonie,WI,"Menomonie, WI",4
1964-07-04,1964,07,04,July,Summer,Ocean City,NJ,"Ocean City, NJ",5
1964-07-04,1964,07,04,July,Summer,Oneonta,NY,"Oneonta, NY",5
1964-07-04,1964,07,04,July,Summer,Pittsfield,MA,"Pittsfield, MA",9
1964-07-04,1964,07,04,July,Summer,Port Ontario,Ontario,"Port Ontario, Ontario",7
1964-07-04,1964,07,04,July,Summer,Ridgewood,NJ,"Ridgewood, NJ",4
1964-07-04,1964,07,04,July,Summer,Rochester,NY,"Rochester, NY",5
1964-07-04,1964,07,04,July,Summer,Union City,NJ,"Union City, NJ",6
1964-07-04,1964,07,04,July,Summer,Warren,PA,"Warren, PA",4
1964-07-05,1964,07,05,July,Summer,Clinton,IA,"Clinton, IA",5
1964-07-05,1964,07,05,July,Summer,East Troy,WI,"East Troy, WI",6
1964-07-05,1964,07,05,July,Summer,Menominee,MI,"Menominee, MI",5
1964-07-08,1964,07,08,July,Summer,Lawrence,MA,"Lawrence, MA",3
1964-07-10,1964,07,10,July,Summer,Haddonfield,NJ,"Haddonfield, NJ",8
1964-07-10,1964,07,10,July,Summer,Milwaukee,WI,"Milwaukee, WI",14
1964-07-11,1964,07,11,July,Summer,Auburn,NY,"Auburn, NY",6
1964-07-11,1964,07,11,July,Summer,Baltimore,MD,"Baltimore, MD",6
1964-07-11,1964,07,11,July,Summer,Braintree,MA,"Braintree, MA",8
1964-07-11,1964,07,11,July,Summer,Brantfield,Ontario,"Brantfield, Ontario",6
1964-07-11,1964,07,11,July,Summer,Enfield,CT,"Enfield, CT",11
1964-07-11,1964,07,11,July,Summer,Gowanda,NY,"Gowanda, NY",5
1964-07-11,1964,07,11,July,Summer,Guelph,Ontario,"Guelph, Ontario",5
1964-07-11,1964,07,11,July,Summer,Kingston,Ontario,"Kingston, Ontario",5
1964-07-11,1964,07,11,July,Summer,Lancaster,NH,"Lancaster, NH",5
1964-07-11,1964,07,11,July,Summer,Little Falls,NJ,"Little Falls, NJ",6
1964-07-11,1964,07,11,July,Summer,Long Island,NY,"Long Island, NY",6
1964-07-11,1964,07,11,July,Summer,Madison,WI,"Madison, WI",5
1964-07-11,1964,07,11,July,Summer,New Rochelle,NY,"New Rochelle, NY",5
1964-07-11,1964,07,11,July,Summer,Newark,NJ,"Newark, NJ",10
1964-07-11,1964,07,11,July,Summer,Utica,NY,"Utica, NY",6
1964-07-11,1964,07,11,July,Summer,Westwood,NJ,"Westwood, NJ",6
1964-07-12,1964,07,12,July,Summer,Astoria,NY,"Astoria, NY",13
1964-07-12,1964,07,12,July,Summer,Baltimore,MD,"Baltimore, MD",8
1964-07-12,1964,07,12,July,Summer,LaCrosse,WI,"LaCrosse, WI",5
1964-07-12,1964,07,12,July,Summer,Laconia,NH,"Laconia, NH",6
1964-07-12,1964,07,12,July,Summer,Oneida,NY,"Oneida, NY",4
1964-07-13,1964,07,13,July,Summer,Denver,CO,"Denver, CO",6
1964-07-14,1964,07,14,July,Summer,Austin,MN,"Austin, MN",3
1964-07-16,1964,07,16,July,Summer,Canandaigua,NY,"Canandaigua, NY",6
1964-07-17,1964,07,17,July,Summer,Philadelphia,PA,"Philadelphia, PA",15
1964-07-18,1964,07,18,July,Summer,Boston,MA,"Boston, MA",7
1964-07-18,1964,07,18,July,Summer,Bridgeport,CT,"Bridgeport, CT",5
1964-07-18,1964,07,18,July,Summer,Bronx,NY,"Bronx, NY",5
1964-07-18,1964,07,18,July,Summer,Hershey,PA,"Hershey, PA",5
1964-07-18,1964,07,18,July,Summer,New Bedford,MA,"New Bedford, MA",5
1964-07-18,1964,07,18,July,Summer,Newark,NJ,"Newark, NJ",11
1964-07-18,1964,07,18,July,Summer,Niles,IL,"Niles, IL",6
1964-07-18,1964,07,18,July,Summer,Nuttley,NJ,"Nuttley, NJ",3
1964-07-18,1964,07,18,July,Summer,Pasco,WA,"Pasco, WA",8
1964-07-18,1964,07,18,July,Summer,Sarnia,Ontario,"Sarnia, Ontario",6
1964-07-18,1964,07,18,July,Summer,Wayne,NJ,"Wayne, NJ",8
1964-07-18,1964,07,18,July,Summer,Worcester,MA,"Worcester, MA",4
1964-07-19,1964,07,19,July,Summer,Baltimore,MD,"Baltimore, MD",9
1964-07-19,1964,07,19,July,Summer,McHenry,IL,"McHenry, IL",6
1964-07-19,1964,07,19,July,Summer,Neptune,NJ,"Neptune, NJ",5
1964-07-20,1964,07,20,July,Summer,Woodstock,IL,"Woodstock, IL",8
1964-07-24,1964,07,24,July,Summer,Dover,NJ,"Dover, NJ",4
1964-07-25,1964,07,25,July,Summer,Atlantic City,NJ,"Atlantic City, NJ",5
1964-07-25,1964,07,25,July,Summer,Auburn,ME,"Auburn, ME",5
1964-07-25,1964,07,25,July,Summer,Cincinnati,OH,"Cincinnati, OH",8
1964-07-25,1964,07,25,July,Summer,Cortland,NY,"Cortland, NY",5
1964-07-25,1964,07,25,July,Summer,Garfield,NJ,"Garfield, NJ",8
1964-07-25,1964,07,25,July,Summer,Gloucester,MA,"Gloucester, MA",3
1964-07-25,1964,07,25,July,Summer,New Bethlehem,PA,"New Bethlehem, PA",5
1964-07-25,1964,07,25,July,Summer,New Britain,CT,"New Britain, CT",7
1964-07-25,1964,07,25,July,Summer,New Cumberland,PA,"New Cumberland, PA",5
1964-07-25,1964,07,25,July,Summer,Ogdensburg,NY,"Ogdensburg, NY",5
1964-07-25,1964,07,25,July,Summer,Pompton,NJ,"Pompton, NJ",13
1964-07-25,1964,07,25,July,Summer,Seattle,WA,"Seattle, WA",3
1964-07-25,1964,07,25,July,Summer,South Milwaukee,WI,"South Milwaukee, WI",23
1964-07-25,1964,07,25,July,Summer,Springfield,MA,"Springfield, MA",7
1964-07-25,1964,07,25,July,Summer,Toronto,Ontario,"Toronto, Ontario",5
1964-07-25,1964,07,25,July,Summer,Waverly,NY,"Waverly, NY",5
1964-07-26,1964,07,26,July,Summer,Horicon,WI,"Horicon, WI",6
1964-07-26,1964,07,26,July,Summer,Hyde Park,MA,"Hyde Park, MA",7
1964-07-26,1964,07,26,July,Summer,New Richmond,WI,"New Richmond, WI",5
1964-07-26,1964,07,26,July,Summer,Pennsauken,NJ,"Pennsauken, NJ",7
1964-07-27,1964,07,27,July,Summer,Amityville,NY,"Amityville, NY",6
1964-07-29,1964,07,29,July,Summer,Casper,WY,"Casper, WY",5
1964-07-29,1964,07,29,July,Summer,Somerville,MA,"Somerville, MA",4
1964-08-01,1964,08,01,August,Summer,Chicago,IL,"Chicago, IL",8
1964-08-01,1964,08,01,August,Summer,Clifton,NJ,"Clifton, NJ",6
1964-08-01,1964,08,01,August,Summer,Huntington,PA,"Huntington, PA",5
1964-08-01,1964,08,01,August,Summer,Hyde Park,NY,"Hyde Park, NY",15
1964-08-01,1964,08,01,August,Summer,LaPorte,IN,"LaPorte, IN",6
1964-08-01,1964,08,01,August,Summer,Meadville,PA,"Meadville, PA",5
1964-08-01,1964,08,01,August,Summer,Smithtown,NY,"Smithtown, NY",7
1964-08-01,1964,08,01,August,Summer,Stockton,CA,"Stockton, CA",8
1964-08-01,1964,08,01,August,Summer,Syracuse,NY,"Syracuse, NY",22
1964-08-01,1964,08,01,August,Summer,Torrington,CT,"Torrington, CT",5
1964-08-01,1964,08,01,August,Summer,Washington,DC,"Washington, DC",8
1964-08-02,1964,08,02,August,Summer,Peabody,MA,"Peabody, MA",8
1964-08-02,1964,08,02,August,Summer,Shrewsbury,PA,"Shrewsbury, PA",9
1964-08-05,1964,08,05,August,Summer,Cleveland,OH,"Cleveland, OH",45
1964-08-06,1964,08,06,August,Summer,Cleveland,OH,"Cleveland, OH",12
1964-08-07,1964,08,07,August,Summer,Allentown,PA,"Allentown, PA",7
1964-08-08,1964,08,08,August,Summer,Bridgeport,CT,"Bridgeport, CT",7
1964-08-08,1964,08,08,August,Summer,Everett,MA,"Everett, MA",13
1964-08-08,1964,08,08,August,Summer,Falconer,NY,"Falconer, NY",4
1964-08-08,1964,08,08,August,Summer,Lachine,Quebec,"Lachine, Quebec",15
1964-08-08,1964,08,08,August,Summer,Lewisburg,PA,"Lewisburg, PA",6
1964-08-08,1964,08,08,August,Summer,Newark,NJ,"Newark, NJ",8
1964-08-08,1964,08,08,August,Summer,Norwich,CT,"Norwich, CT",8
1964-08-08,1964,08,08,August,Summer,Reading,PA,"Reading, PA",5
1964-08-08,1964,08,08,August,Summer,Rochester,NY,"Rochester, NY",6
1964-08-08,1964,08,08,August,Summer,Springfield,MA,"Springfield, MA",15
1964-08-09,1964,08,09,August,Summer,Attica,NY,"Attica, NY",4
1964-08-09,1964,08,09,August,Summer,Bellmore,NY,"Bellmore, NY",8
1964-08-09,1964,08,09,August,Summer,Jersey City,NJ,"Jersey City, NJ",11
1964-08-09,1964,08,09,August,Summer,Middleboro,MA,"Middleboro, MA",13
1964-08-09,1964,08,09,August,Summer,Springfield,MA,"Springfield, MA",20
1964-08-14,1964,08,14,August,Summer,Delevan,WI,"Delevan, WI",4
1964-08-15,1964,08,15,August,Summer,Dubos,PA,"Dubos, PA",4
1964-08-15,1964,08,15,August,Summer,Herkimer,NY,"Herkimer, NY",5
1964-08-15,1964,08,15,August,Summer,Highland Park,IL,"Highland Park, IL",10
1964-08-15,1964,08,15,August,Summer,Lockhaven,CT,"Lockhaven, CT",5
1964-08-15,1964,08,15,August,Summer,New Bedford,MA,"New Bedford, MA",5
1964-08-15,1964,08,15,August,Summer,Scranton,PA,"Scranton, PA",5
1964-08-15,1964,08,15,August,Summer,Toronto,Ontario,"Toronto, Ontario",4
1964-08-15,1964,08,15,August,Summer,Wallenford,CT,"Wallenford, CT",7
1964-08-19,1964,08,19,August,Summer,Everett.,MA,"Everett., MA",9
1964-08-21,1964,08,21,August,Summer,Blue Island,IL,"Blue Island, IL",6
1964-08-22,1964,08,22,August,Summer,Baltimore,MD,"Baltimore, MD",7
1964-08-22,1964,08,22,August,Summer,Elkton,MD,"Elkton, MD",10
1964-08-22,1964,08,22,August,Summer,Marion,OH,"Marion, OH",10
1964-08-22,1964,08,22,August,Summer,Millis,MA,"Millis, MA",11
1964-08-22,1964,08,22,August,Summer,Montreal,Quebec,"Montreal, Quebec",5
1964-08-22,1964,08,22,August,Summer,New London,CT,"New London, CT",6
1964-08-22,1964,08,22,August,Summer,Raymond,NH,"Raymond, NH",6
1964-08-22,1964,08,22,August,Summer,Richmond,CA,"Richmond, CA",6
1964-08-22,1964,08,22,August,Summer,Rostraver,PA,"Rostraver, PA",5
1964-08-22,1964,08,22,August,Summer,Titusville,PA,"Titusville, PA",5
1964-08-22,1964,08,22,August,Summer,Utica,NY,"Utica, NY",5
1964-08-23,1964,08,23,August,Summer,Demarest,NJ,"Demarest, NJ",8
1964-08-23,1964,08,23,August,Summer,Gowanda,NY,"Gowanda, NY",5
1964-08-23,1964,08,23,August,Summer,Ronkonkoma,NY,"Ronkonkoma, NY",9
1964-08-28,1964,08,28,August,Summer,Flushing Meadows,NY,"Flushing Meadows, NY",17
1964-08-29,1964,08,29,August,Summer,Bordentown,NJ,"Bordentown, NJ",6
1964-08-29,1964,08,29,August,Summer,Bridgeport,CT,"Bridgeport, CT",54
1964-08-29,1964,08,29,August,Summer,Clifton,NJ,"Clifton, NJ",6
1964-08-29,1964,08,29,August,Summer,Hammonton,NJ,"Hammonton, NJ",8
1964-08-29,1964,08,29,August,Summer,Norwood,MA,"Norwood, MA",9
1964-08-29,1964,08,29,August,Summer,Warren,PA,"Warren, PA",5
1964-08-29,1964,08,29,August,Summer,Waterloo,Ontario,"Waterloo, Ontario",6
1964-08-30,1964,08,30,August,Summer,Bridgeport,CT,"Bridgeport, CT",20
1964-08-30,1964,08,30,August,Summer,Winchester,MA,"Winchester, MA",9
1964-09-02,1964,09,02,September,Fall,New York,NY,"New York, NY",17
1964-09-05,1964,09,05,September,Fall,Adams,MA,"Adams, MA",5
1964-09-05,1964,09,05,September,Fall,Agawam,PA,"Agawam, PA",11
1964-09-05,1964,09,05,September,Fall,Brantford,Ontario,"Brantford, Ontario",7
1964-09-05,1964,09,05,September,Fall,Emmaus,PA,"Emmaus, PA",5
1964-09-05,1964,09,05,September,Fall,Lockhaven,PA,"Lockhaven, PA",5
1964-09-05,1964,09,05,September,Fall,Mahanoy City,PA,"Mahanoy City, PA",5
1964-09-05,1964,09,05,September,Fall,McKeesport,PA,"McKeesport, PA",6
1964-09-05,1964,09,05,September,Fall,Pittsfield,MA,"Pittsfield, MA",5
1964-09-06,1964,09,06,September,Fall,Agawam,PA,"Agawam, PA",8
1964-09-06,1964,09,06,September,Fall,Beverly,MA,"Beverly, MA",14
1964-09-06,1964,09,06,September,Fall,Buffalo,NY,"Buffalo, NY",3
1964-09-06,1964,09,06,September,Fall,Newark,NJ,"Newark, NJ",12
1964-09-06,1964,09,06,September,Fall,South Park,PA,"South Park, PA",6
1964-09-06,1964,09,06,September,Fall,Syracuse,NY,"Syracuse, NY",5
1964-09-07,1964,09,07,September,Fall,Rockford,IL,"Rockford, IL",6
1964-09-12,1964,09,12,September,Fall,Auburn,NY,"Auburn, NY",5
1964-09-12,1964,09,12,September,Fall,Bridgeport,CT,"Bridgeport, CT",6
1964-09-12,1964,09,12,September,Fall,Eau Claire,WI,"Eau Claire, WI",4
1964-09-12,1964,09,12,September,Fall,Hartford,CT,"Hartford, CT",7
1964-09-12,1964,09,12,September,Fall,Pittsfield,MA,"Pittsfield, MA",6
1964-09-12,1964,09,12,September,Fall,Stamford,CT,"Stamford, CT",6
1964-09-12,1964,09,12,September,Fall,Toronto,Ontario,"Toronto, Ontario",46
1964-09-13,1964,09,13,September,Fall,Auburn,MA,"Auburn, MA",9
1964-09-13,1964,09,13,September,Fall,Boston.,MA,"Boston., MA",11
1964-09-13,1964,09,13,September,Fall,Hamburg,NY,"Hamburg, NY",5
1964-09-13,1964,09,13,September,Fall,Maywood,IL,"Maywood, IL",6
1964-09-13,1964,09,13,September,Fall,Tilton,NH,"Tilton, NH",8
1964-09-13,1964,09,13,September,Fall,Union City,NJ,"Union City, NJ",6
1964-09-18,1964,09,18,September,Fall,New Haven,CT,"New Haven, CT",8
1964-09-19,1964,09,19,September,Fall,Bronx,NY,"Bronx, NY",6
1964-09-19,1964,09,19,September,Fall,Hamilton,Ontario,"Hamilton, Ontario",5
1964-09-19,1964,09,19,September,Fall,Harrisburg,PA,"Harrisburg, PA",5
1964-09-19,1964,09,19,September,Fall,New York,NY,"New York, NY",6
1964-09-19,1964,09,19,September,Fall,Norwalk,CT,"Norwalk, CT",6
1964-09-19,1964,09,19,September,Fall,Orange,NJ,"Orange, NJ",7
1964-09-19,1964,09,19,September,Fall,Wildwood,NJ,"Wildwood, NJ",10
1964-09-20,1964,09,20,September,Fall,Bristol,RI,"Bristol, RI",5
1964-09-20,1964,09,20,September,Fall,Lindenhurst,NJ,"Lindenhurst, NJ",6
1964-09-20,1964,09,20,September,Fall,Livingston,NJ,"Livingston, NJ",6
1964-09-20,1964,09,20,September,Fall,Malden,MA,"Malden, MA",15
1964-09-21,1964,09,21,September,Fall,Dallas,TX,"Dallas, TX",12
1964-09-21,1964,09,21,September,Fall,New Haven,CT,"New Haven, CT",8
1964-09-26,1964,09,26,September,Fall,Bergenfield,NJ,"Bergenfield, NJ",5
1964-09-26,1964,09,26,September,Fall,Paterson,NJ,"Paterson, NJ",20
1964-09-26,1964,09,26,September,Fall,Saint Catherines,Ontario,"Saint Catherines, Ontario",10
1964-09-27,1964,09,27,September,Fall,Bordentown,NJ,"Bordentown, NJ",12
1964-10-03,1964,10,03,October,Fall,Santa Clara,CA,"Santa Clara, CA",6
1964-10-04,1964,10,04,October,Fall,Bergenfield,NJ,"Bergenfield, NJ",5
1964-10-05,1964,10,05,October,Fall,Haverhill,MA,"Haverhill, MA",6
1964-10-25,1964,10,25,October,Fall,Elizabeth,NJ,"Elizabeth, NJ",4
1965-05-28,1965,05,28,May,Spring,Allentown,PA,"Allentown, PA",5
1965-05-29,1965,05,29,May,Spring,Kingston,NY,"Kingston, NY",5
1965-05-30,1965,05,30,May,Spring,Jersey City,NJ,"Jersey City, NJ",4
1965-06-05,1965,06,05,June,Summer,New Haven,CT,"New Haven, CT",5
1965-06-05,1965,06,05,June,Summer,Ottawa,Ontario,"Ottawa, Ontario",5
1965-06-12,1965,06,12,June,Summer,Herkimer,NY,"Herkimer, NY",5
1965-06-12,1965,06,12,June,Summer,Strafford,CT,"Strafford, CT",5
1965-06-17,1965,06,17,June,Summer,Hershey,PA,"Hershey, PA",12
1965-06-19,1965,06,19,June,Summer,Hershey,PA,"Hershey, PA",5
1965-06-19,1965,06,19,June,Summer,Toronto,Ontario,"Toronto, Ontario",6
1965-06-26,1965,06,26,June,Summer,Baltimore,MD,"Baltimore, MD",6
1965-07-03,1965,07,03,July,Summer,Brentwood,PA,"Brentwood, PA",5
1965-07-03,1965,07,03,July,Summer,Bridgeport,CT,"Bridgeport, CT",5
1965-07-04,1965,07,04,July,Summer,Oswego,NY,"Oswego, NY",6
1965-07-05,1965,07,05,July,Summer,Pittsfield,MA,"Pittsfield, MA",3
1965-07-10,1965,07,10,July,Summer,Clifton,NJ,"Clifton, NJ",6
1965-07-10,1965,07,10,July,Summer,Hershey,PA,"Hershey, PA",5
1965-07-17,1965,07,17,July,Summer,Monroeville,PA,"Monroeville, PA",5
1965-07-24,1965,07,24,July,Summer,Scranton,PA,"Scranton, PA",5
1965-07-24,1965,07,24,July,Summer,Syracuse,NY,"Syracuse, NY",5
1965-07-31,1965,07,31,July,Summer,Mineola,NY,"Mineola, NY",4
1965-07-31,1965,07,31,July,Summer,Rome,NY,"Rome, NY",5
1965-07-31,1965,07,31,July,Summer,Waterbury,CT,"Waterbury, CT",5
1965-08-07,1965,08,07,August,Summer,Waverly,NY,"Waverly, NY",5
1965-08-08,1965,08,08,August,Summer,Jersey City,NJ,"Jersey City, NJ",5
1965-08-14,1965,08,14,August,Summer,Lewisburg,PA,"Lewisburg, PA",6
1965-08-14,1965,08,14,August,Summer,Reading,PA,"Reading, PA",5
1965-08-21,1965,08,21,August,Summer,Utica,NY,"Utica, NY",5
1965-08-28,1965,08,28,August,Summer,Lock Haven,PA,"Lock Haven, PA",5
1965-08-28,1965,08,28,August,Summer,Montreal,Quebec,"Montreal, Quebec",5
1965-09-05,1965,09,05,September,Fall,Syracuse,NY,"Syracuse, NY",5
1965-09-11,1965,09,11,September,Fall,Milford,CT,"Milford, CT",6
1965-09-18,1965,09,18,September,Fall,Malta,NY,"Malta, NY",3
1966-06-04,1966,06,04,June,Summer,New Haven,CT,"New Haven, CT",5
1966-06-05,1966,06,05,June,Summer,Hershey,PA,"Hershey, PA",5
1966-06-11,1966,06,11,June,Summer,Herkimer,NY,"Herkimer, NY",6
1966-06-11,1966,06,11,June,Summer,New Haven,CT,"New Haven, CT",6
1966-06-11,1966,06,11,June,Summer,Stratford,CT,"Stratford, CT",5
1966-06-12,1966,06,12,June,Summer,Harrisburg,PA,"Harrisburg, PA",4
1966-06-18,1966,06,18,June,Summer,Allentown,PA,"Allentown, PA",3
1966-06-18,1966,06,18,June,Summer,Charleston,MA,"Charleston, MA",6
1966-06-18,1966,06,18,June,Summer,Hershey,PA,"Hershey, PA",5
1966-06-18,1966,06,18,June,Summer,Toronto,Ontario,"Toronto, Ontario",4
1966-06-18,1966,06,18,June,Summer,Torrington,VT,"Torrington, VT",5
1966-06-25,1966,06,25,June,Summer,Boston,MA,"Boston, MA",8
1966-06-25,1966,06,25,June,Summer,Emporium,PA,"Emporium, PA",4
1966-06-25,1966,06,25,June,Summer,Kingston,NY,"Kingston, NY",4
1966-07-02,1966,07,02,July,Summer,Bridgeport,CT,"Bridgeport, CT",5
1966-07-02,1966,07,02,July,Summer,Irwin,PA,"Irwin, PA",4
1966-07-02,1966,07,02,July,Summer,Syracuse,NY,"Syracuse, NY",4
1966-07-03,1966,07,03,July,Summer,Rochester,NY,"Rochester, NY",5
1966-07-04,1966,07,04,July,Summer,Warren,PA,"Warren, PA",4
1966-07-09,1966,07,09,July,Summer,Hershey,PA,"Hershey, PA",5
1966-07-09,1966,07,09,July,Summer,Patterson,NJ,"Patterson, NJ",4
1966-07-16,1966,07,16,July,Summer,Baltimore,MD,"Baltimore, MD",6
1966-07-16,1966,07,16,July,Summer,Hamburg,NY,"Hamburg, NY",4
1966-07-16,1966,07,16,July,Summer,Harrisburg,PA,"Harrisburg, PA",3
