Date,Year,Month,Day,Month_Name,Season,City,State,Event_Name,Corps_Count
1978-07-30,1978,07,30,July,Summer,McHenry,IL,"McHenry, IL",11
1978-07-30,1978,07,30,July,Summer,Ogdensburg,NY,"Ogdensburg, NY",5
1978-07-30,1978,07,30,July,Summer,San Francisco,CA,"San Francisco, CA",6
1978-07-30,1978,07,30,July,Summer,Simcoe,Ontario,"Simcoe, Ontario",4
1978-08-02,1978,08,02,August,Summer,Butler,PA,"Butler, PA",24
1978-08-02,1978,08,02,August,Summer,Virginia Beach,VA,"Virginia Beach, VA",5
1978-08-03,1978,08,03,August,Summer,Ypsilanti,MI,"Ypsilanti, MI",26
1978-08-04,1978,08,04,August,Summer,Salinas,CA,"Salinas, CA",6
1978-08-05,1978,08,05,August,Summer,Amherst,MA,"Amherst, MA",5
1978-08-05,1978,08,05,August,Summer,Birmingham,AL,"Birmingham, AL",5
1978-08-05,1978,08,05,August,Summer,Bristol,PA,"Bristol, PA",5
1978-08-05,1978,08,05,August,Summer,Dubuque,IA,"Dubuque, IA",6
1978-08-05,1978,08,05,August,Summer,Los Angeles,CA,"Los Angeles, CA",8
1978-08-05,1978,08,05,August,Summer,Marion,OH,"Marion, OH",48
1978-08-06,1978,08,06,August,Summer,Anaheim,CA,"Anaheim, CA",6
1978-08-06,1978,08,06,August,Summer,Canton,OH,"Canton, OH",5
1978-08-06,1978,08,06,August,Summer,Los Angeles,CA,"Los Angeles, CA",6
1978-08-06,1978,08,06,August,Summer,Ottawa,IL,"Ottawa, IL",6
1978-08-07,1978,08,07,August,Summer,Lafayette,IN,"Lafayette, IN",4
1978-08-07,1978,08,07,August,Summer,Louisville,KY,"Louisville, KY",6
1978-08-07,1978,08,07,August,Summer,Martin,TN,"Martin, TN",6
1978-08-07,1978,08,07,August,Summer,Oakville,Ontario,"Oakville, Ontario",4
1978-08-07,1978,08,07,August,Summer,San Jose,CA,"San Jose, CA",6
1978-08-09,1978,08,09,August,Summer,Alton,IL,"Alton, IL",8
1978-08-09,1978,08,09,August,Summer,Boise,ID,"Boise, ID",8
1978-08-10,1978,08,10,August,Summer,Dallas,TX,"Dallas, TX",5
1978-08-10,1978,08,10,August,Summer,Salinas,KS,"Salinas, KS",8
1978-08-10,1978,08,10,August,Summer,Sioux City,IA,"Sioux City, IA",6
1978-08-11,1978,08,11,August,Summer,Lewisburg,PA,"Lewisburg, PA",5
1978-08-11,1978,08,11,August,Summer,North Platte,NE,"North Platte, NE",5
1978-08-11,1978,08,11,August,Summer,Oklahoma City,OK,"Oklahoma City, OK",5
1978-08-11,1978,08,11,August,Summer,Omaha,NE,"Omaha, NE",7
1978-08-12,1978,08,12,August,Summer,Casper,WY,"Casper, WY",11
1978-08-12,1978,08,12,August,Summer,Great Bend,KS,"Great Bend, KS",7
1978-08-12,1978,08,12,August,Summer,Kingston,NY,"Kingston, NY",5
1978-08-13,1978,08,13,August,Summer,Greeley,CO,"Greeley, CO",7
1978-08-14,1978,08,14,August,Summer,Pueblo,KS,"Pueblo, KS",8
1978-08-15,1978,08,15,August,Summer,Denver,CO,"DCI A Class World Championship Prelims",19
1978-08-15,1978,08,15,August,Summer,Denver,CO,"DCI All-Girl Class World Championship Prelims",5
1978-08-16,1978,08,16,August,Summer,Denver,CO,"DCI All-Girl/A Class World Championship Finals",10
1978-08-17,1978,08,17,August,Summer,Denver,CO,"DCI Open Class World Championship Prelims",43
1978-08-18,1978,08,18,August,Summer,Denver,CO,"DCI Open Class World Championship Finals",12
1978-08-19,1978,08,19,August,Summer,Toms River,NJ,"Toms River, NJ",12
1978-08-20,1978,08,20,August,Summer,Montreal,Quebec,"Montreal, Quebec",18
1978-08-20,1978,08,20,August,Summer,New Orleans,LA,"New Orleans, LA",9
1978-08-20,1978,08,20,August,Summer,Old Bridge Township,NJ,"Old Bridge Township, NJ",5
1978-08-23,1978,08,23,August,Summer,Dallas,TX,"VFW Nationals",12
1978-08-26,1978,08,26,August,Summer,Bridgeport,CT,"Bridgeport, CT",6
1978-08-26,1978,08,26,August,Summer,Niagara Falls,NY,"Niagara Falls, NY",7
1978-08-26,1978,08,26,August,Summer,Rimouski,Queec,"Rimouski, Queec",14
1978-08-26,1978,08,26,August,Summer,Scarborough,Ontario,"Scarborough, Ontario",36
1978-09-02,1978,09,02,September,Fall,Bristol,PA,"Bristol, PA",25
1978-09-02,1978,09,02,September,Fall,Malden,MA,"Malden, MA",12
1978-09-03,1978,09,03,September,Fall,Allentown,PA,"DCA Open Class World Championship Prelims",15
1978-09-03,1978,09,03,September,Fall,Allentown,PA,"DCA Open Class World Championship Finals",10
1978-09-04,1978,09,04,September,Fall,Merill,WI,"Merill, WI",5
1978-09-09,1978,09,09,September,Fall,Wildwood,NJ,"New Jersey American Legion Championships",13
1979-06-02,1979,06,02,June,Summer,Bayonne,NJ,"Bayonne, NJ",5
1979-06-02,1979,06,02,June,Summer,Hamden,CT,"Hamden, CT",5
1979-06-02,1979,06,02,June,Summer,Rome,NY,"Rome, NY",3
1979-06-08,1979,06,08,June,Summer,East Rutherford,NJ,"East Rutherford, NJ",6
1979-06-09,1979,06,09,June,Summer,Lynn,MA,"Lynn, MA",7
1979-06-09,1979,06,09,June,Summer,Saratoga,NY,"Saratoga, NY",5
1979-06-09,1979,06,09,June,Summer,South Milwaukee,WI,"South Milwaukee, WI",5
1979-06-10,1979,06,10,June,Summer,Gloversville,NY,"Gloversville, NY",6
1979-06-10,1979,06,10,June,Summer,Naperville,IL,"Naperville, IL",3
1979-06-10,1979,06,10,June,Summer,Oshkosh,WI,"Oshkosh, WI",4
1979-06-10,1979,06,10,June,Summer,Troy,NY,"Troy, NY",4
1979-06-15,1979,06,15,June,Summer,Arlington Heights,IL,"Arlington Heights, IL",5
1979-06-15,1979,06,15,June,Summer,Commack,NY,"Commack, NY",4
1979-06-15,1979,06,15,June,Summer,Dubuque,IA,"Dubuque, IA",5
1979-06-16,1979,06,16,June,Summer,Ajax,Ontario,"Ajax, Ontario",3
1979-06-16,1979,06,16,June,Summer,Bristol,RI,"Bristol, RI",5
1979-06-16,1979,06,16,June,Summer,Canton,OH,"Canton, OH",6
1979-06-16,1979,06,16,June,Summer,Concord,CA,"Concord, CA",4
1979-06-16,1979,06,16,June,Summer,Hershey,PA,"Hershey, PA",5
1979-06-16,1979,06,16,June,Summer,Saginaw,MI,"Saginaw, MI",6
1979-06-16,1979,06,16,June,Summer,Waverly,NY,"Waverly, NY",4
1979-06-17,1979,06,17,June,Summer,Bellville,IL,"Bellville, IL",3
1979-06-17,1979,06,17,June,Summer,Geneseo,IL,"Geneseo, IL",5
1979-06-17,1979,06,17,June,Summer,Lockport,NY,"Lockport, NY",2
1979-06-17,1979,06,17,June,Summer,San Jose,CA,"San Jose, CA",4
1979-06-17,1979,06,17,June,Summer,Secaucus,NJ,"Secaucus, NJ",4
1979-06-23,1979,06,23,June,Summer,Altoona,PA,"Altoona, PA",4
1979-06-23,1979,06,23,June,Summer,Boston,MA,"Boston, MA",4
1979-06-23,1979,06,23,June,Summer,Johnsonburg,PA,"Johnsonburg, PA",4
1979-06-23,1979,06,23,June,Summer,Kenosha,WI,"Kenosha, WI",5
1979-06-23,1979,06,23,June,Summer,Lynn,MA,"Lynn, MA",5
1979-06-23,1979,06,23,June,Summer,Rochester,NY,"Rochester, NY",5
1979-06-23,1979,06,23,June,Summer,Welland,Ontario,"Welland, Ontario",4
1979-06-24,1979,06,24,June,Summer,Cedar Rapids,IA,"Cedar Rapids, IA",4
1979-06-24,1979,06,24,June,Summer,Columbus,OH,"Columbus, OH",4
1979-06-24,1979,06,24,June,Summer,Oshawa,Ontario,"Oshawa, Ontario",1
1979-06-24,1979,06,24,June,Summer,Westwood,NJ,"Westwood, NJ",4
1979-06-26,1979,06,26,June,Summer,Everett,WA,"Everett, WA",4
1979-06-26,1979,06,26,June,Summer,Toledo,OH,"Toledo, OH",7
1979-06-27,1979,06,27,June,Summer,Indianapolis,IN,"Indianapolis, IN",6
1979-06-29,1979,06,29,June,Summer,LaCrosse,WI,"LaCrosse, WI",5
1979-06-29,1979,06,29,June,Summer,Medford,OR,"Medford, OR",7
1979-06-30,1979,06,30,June,Summer,Bridgeport,CT,"Bridgeport, CT",5
1979-06-30,1979,06,30,June,Summer,Chippewa,Ontario,"Chippewa, Ontario",4
1979-06-30,1979,06,30,June,Summer,Janesville,WI,"Janesville, WI",5
1979-06-30,1979,06,30,June,Summer,Madison,WI,"Madison, WI",5
1979-06-30,1979,06,30,June,Summer,Syracuse,NY,"Syracuse, NY",5
1979-06-30,1979,06,30,June,Summer,Wheeling,IL,"Wheeling, IL",7
1979-07-01,1979,07,01,July,Summer,Aurora,Ontario,"Aurora, Ontario",5
1979-07-01,1979,07,01,July,Summer,Rockford,IL,"Rockford, IL",6
1979-07-01,1979,07,01,July,Summer,Schenectady,NY,"Schenectady, NY",5
1979-07-01,1979,07,01,July,Summer,Willingboro,NJ,"Willingboro, NJ",6
1979-07-02,1979,07,02,July,Summer,Alton,IL,"Alton, IL",7
1979-07-03,1979,07,03,July,Summer,Dunkirk,NY,"Dunkirk, NY",3
1979-07-03,1979,07,03,July,Summer,Little Rock,AR,"Little Rock, AR",4
1979-07-03,1979,07,03,July,Summer,West Bend,WI,"West Bend, WI",4
1979-07-04,1979,07,04,July,Summer,Evanston,IL,"Evanston, IL",5
1979-07-04,1979,07,04,July,Summer,Stockton,CA,"Stockton, CA",9
1979-07-04,1979,07,04,July,Summer,Warren,PA,"Warren, PA",4
1979-07-05,1979,07,05,July,Summer,Dallas,TX,"Dallas, TX",5
1979-07-05,1979,07,05,July,Summer,San Jose,CA,"San Jose, CA",5
1979-07-06,1979,07,06,July,Summer,Fort Wayne,IN,"Fort Wayne, IN",5
1979-07-06,1979,07,06,July,Summer,Seaside,CA,"Seaside, CA",7
1979-07-07,1979,07,07,July,Summer,Bremerton,WA,"Bremerton, WA",2
1979-07-07,1979,07,07,July,Summer,Hamilton,Ontario,"Hamilton, Ontario",52
1979-07-07,1979,07,07,July,Summer,Hawthorne,NJ,"Hawthorne, NJ",6
1979-07-07,1979,07,07,July,Summer,Los Angeles,CA,"Los Angeles, CA",6
1979-07-07,1979,07,07,July,Summer,Manitowoc,WI,"Manitowoc, WI",6
1979-07-07,1979,07,07,July,Summer,Midland,PA,"Midland, PA",3
1979-07-07,1979,07,07,July,Summer,Mount Prospect,IL,"Mount Prospect, IL",4
1979-07-08,1979,07,08,July,Summer,Montreal,Quebec,"Montreal, Quebec",8
1979-07-08,1979,07,08,July,Summer,Niagara Falls,NY,"Niagara Falls, NY",6
1979-07-08,1979,07,08,July,Summer,West Chicago,IL,"West Chicago, IL",4
1979-07-09,1979,07,09,July,Summer,Montrose,CO,"Montrose, CO",4
1979-07-09,1979,07,09,July,Summer,Toronto,Ontario,"Toronto, Ontario",8
1979-07-10,1979,07,10,July,Summer,Pueblo,CO,"Pueblo, CO",6
1979-07-10,1979,07,10,July,Summer,Rochester,NY,"Rochester, NY",7
1979-07-11,1979,07,11,July,Summer,Denver,CO,"Denver, CO",9
1979-07-11,1979,07,11,July,Summer,Port Huron,MI,"Port Huron, MI",7
1979-07-12,1979,07,12,July,Summer,Great Bend,KS,"Great Bend, KS",4
1979-07-12,1979,07,12,July,Summer,Omaha,NE,"Omaha, NE",4
1979-07-12,1979,07,12,July,Summer,Whitewater,WI,"Whitewater, WI",24
1979-07-12,1979,07,12,July,Summer,Ypsilanti,MI,"Ypsilanti, MI",29
1979-07-13,1979,07,13,July,Summer,Racine,WI,"Racine, WI",4
1979-07-13,1979,07,13,July,Summer,Salinas,CA,"Salinas, CA",3
1979-07-14,1979,07,14,July,Summer,North Canton,OH,"North Canton, OH",4
1979-07-14,1979,07,14,July,Summer,Providence,RI,"Providence, RI",4
1979-07-14,1979,07,14,July,Summer,Whitewater,WI,"Whitewater, WI",12
1979-07-15,1979,07,15,July,Summer,Erie,PA,"Erie, PA",5
1979-07-15,1979,07,15,July,Summer,Lafayette,IN,"Lafayette, IN",4
1979-07-15,1979,07,15,July,Summer,Watkins Glen,NY,"Watkins Glen, NY",5
1979-07-21,1979,07,21,July,Summer,Madison,WI,"Madison, WI",6
1979-07-21,1979,07,21,July,Summer,Old Forge,PA,"Old Forge, PA",8
1979-07-21,1979,07,21,July,Summer,Rochester,NY,"Rochester, NY",5
1979-07-22,1979,07,22,July,Summer,Clifton,NJ,"Clifton, NJ",4
1979-07-22,1979,07,22,July,Summer,Kitchner,Ontario,"Kitchner, Ontario",8
1979-07-25,1979,07,25,July,Summer,Bayonne,NJ,"Bayonne, NJ",6
1979-07-25,1979,07,25,July,Summer,Boise,ID,"Boise, ID",8
1979-07-27,1979,07,27,July,Summer,Casper,WY,"Casper, WY",5
1979-07-27,1979,07,27,July,Summer,South Milwaukee,WI,"South Milwaukee, WI",6
1979-07-28,1979,07,28,July,Summer,Bridgeport,CT,"Bridgeport, CT",33
1979-07-28,1979,07,28,July,Summer,DeKalb,IL,"DeKalb, IL",28
1979-07-28,1979,07,28,July,Summer,Scottsbluff,NE,"Scottsbluff, NE",5
1979-07-28,1979,07,28,July,Summer,Scranton,PA,"Scranton, PA",8
1979-07-28,1979,07,28,July,Summer,Titusville,PA,"Titusville, PA",5
1979-07-29,1979,07,29,July,Summer,Bridgeport,CT,"Bridgeport, CT",9
1979-07-29,1979,07,29,July,Summer,Horicon,WI,"Horicon, WI",7
1979-07-29,1979,07,29,July,Summer,Latrobe,PA,"Latrobe, PA",6
1979-07-29,1979,07,29,July,Summer,McHenry,IL,"McHenry, IL",5
1979-07-30,1979,07,30,July,Summer,Sioux City,IA,"Sioux City, IA",5
1979-07-31,1979,07,31,July,Summer,South Park,PA,"South Park, PA",5
1979-08-01,1979,08,01,August,Summer,Butler,PA,"Butler, PA",12
1979-08-01,1979,08,01,August,Summer,Marion,OH,"Marion, OH",23
1979-08-01,1979,08,01,August,Summer,Stillwater,MN,"Stillwater, MN",7
1979-08-02,1979,08,02,August,Summer,Whitewater,WI,"Whitewater, WI",6
1979-08-03,1979,08,03,August,Summer,Marion,OH,"Marion, OH",15
1979-08-03,1979,08,03,August,Summer,Michigan City,IN,"Michigan City, IN",8
1979-08-04,1979,08,04,August,Summer,Indianapolis,IN,"Indianapolis, IN",5
1979-08-04,1979,08,04,August,Summer,Lynn,MA,"Lynn, MA",34
1979-08-04,1979,08,04,August,Summer,Marion,OH,"Marion, OH",28
1979-08-05,1979,08,05,August,Summer,Canton,OH,"Canton, OH",5
1979-08-05,1979,08,05,August,Summer,Murray,KY,"Murray, KY",5
1979-08-05,1979,08,05,August,Summer,Simcoe,Ontario,"Simcoe, Ontario",4
1979-08-06,1979,08,06,August,Summer,Sevierville,TN,"Sevierville, TN",6
1979-08-07,1979,08,07,August,Summer,Evansville,IN,"Evansville, IN",6
1979-08-07,1979,08,07,August,Summer,Malden,MA,"Malden, MA",6
1979-08-08,1979,08,08,August,Summer,Boston,MA,"Boston, MA",13
1979-08-08,1979,08,08,August,Summer,Green Bay,WI,"Green Bay, WI",6
1979-08-09,1979,08,09,August,Summer,Carrollton,GA,"Carrollton, GA",5
1979-08-10,1979,08,10,August,Summer,Bayonne,NJ,"Bayonne, NJ",5
1979-08-10,1979,08,10,August,Summer,Meridian,MS,"Meridian, MS",6
1979-08-10,1979,08,10,August,Summer,West Chester,PA,"West Chester, PA",6
1979-08-10,1979,08,10,August,Summer,Wichita,KS,"Wichita, KS",5
1979-08-11,1979,08,11,August,Summer,Allentown,PA,"Allentown, PA",27
1979-08-11,1979,08,11,August,Summer,Lewistown,PA,"Lewistown, PA",8
1979-08-11,1979,08,11,August,Summer,Momence,IL,"Momence, IL",6
1979-08-12,1979,08,12,August,Summer,Cary,NC,"Cary, NC",7
1979-08-13,1979,08,13,August,Summer,Charlotte,NC,"Charlotte, NC",8
1979-08-13,1979,08,13,August,Summer,Chattanooga,TN,"Chattanooga, TN",6
1979-08-13,1979,08,13,August,Summer,Huntsville,AL,"Huntsville, AL",8
1979-08-14,1979,08,14,August,Summer,Cleveland,TN,"Cleveland, TN",6
1979-08-14,1979,08,14,August,Summer,Greenville,TN,"Greenville, TN",7
1979-08-14,1979,08,14,August,Summer,Jacksonville,AL,"Jacksonville, AL",7
1979-08-14,1979,08,14,August,Summer,Tifton,GA,"Tifton, GA",6
1979-08-15,1979,08,15,August,Summer,Birmingham,AL,"DCI A Class World Championship Prelims",18
1979-08-15,1979,08,15,August,Summer,Birmingham,AL,"DCI All-Girl Class World Championship Prelims",5
1979-08-16,1979,08,16,August,Summer,Birmingham,AL,"DCI All-Girl/A Class World Championship Finals",7
1979-08-17,1979,08,17,August,Summer,Birmingham,AL,"DCI Open Class World Championship Prelims",43
1979-08-18,1979,08,18,August,Summer,Birmingham,AL,"DCI Open Class World Championship Finals",12
1979-08-18,1979,08,18,August,Summer,Birmingham,AL,"DCI Associate -- Open Class ",5
1979-08-18,1979,08,18,August,Summer,Hillsdale,NJ,"Hillsdale, NJ",7
1979-08-18,1979,08,18,August,Summer,Newmarket,Ontario,"Newmarket, Ontario",10
1979-08-18,1979,08,18,August,Summer,Terrebonne,Quebec,"Terrebonne, Quebec",27
1979-08-19,1979,08,19,August,Summer,Houston,TX,"Houston, TX",3
1979-08-19,1979,08,19,August,Summer,Lewisburg,PA,"Lewisburg, PA",4
1979-08-22,1979,08,22,August,Summer,New Orleans,LA,"New Orleans, LA",11
1979-08-25,1979,08,25,August,Summer,Bridgeport,CT,"Bridgeport, CT",6
1979-08-25,1979,08,25,August,Summer,Corning,NY,"Corning, NY",5
1979-08-25,1979,08,25,August,Summer,Lachute,Quebec,"Lachute, Quebec",30
1979-08-25,1979,08,25,August,Summer,Toronto,Ontario,"Toronto, Ontario",26
1979-08-26,1979,08,26,August,Summer,Boonton,NJ,"Boonton, NJ",4
1979-09-02,1979,09,02,September,Fall,Hershey,PA,"DCA Open Class World Championship Prelims",17
1979-09-02,1979,09,02,September,Fall,Hershey,PA,"DCA Open Class World Championship Finals",10
1980-05-25,1980,05,25,May,Spring,Clifton,NJ,"Clifton, NJ",4
1980-05-31,1980,05,31,May,Spring,Johnstown,NY,"Johnstown, NY",6
1980-06-07,1980,06,07,June,Summer,Bayonne,NJ,"Bayonne, NJ",5
1980-06-07,1980,06,07,June,Summer,Hamden,CT,"Hamden, CT",6
1980-06-07,1980,06,07,June,Summer,LaCrosse,WI,"LaCrosse, WI",5
1980-06-08,1980,06,08,June,Summer,Bricktown,NJ,"Bricktown, NJ",5
1980-06-08,1980,06,08,June,Summer,Oshkosh,WI,"Oshkosh, WI",5
1980-06-14,1980,06,14,June,Summer,Canton,IL,"Canton, IL",6
1980-06-14,1980,06,14,June,Summer,Fulton,NY,"Fulton, NY",4
1980-06-14,1980,06,14,June,Summer,Hershey,PA,"Hershey, PA",7
1980-06-14,1980,06,14,June,Summer,Park Ridge,IL,"Park Ridge, IL",5
1980-06-14,1980,06,14,June,Summer,Revere,MA,"Revere, MA",7
1980-06-15,1980,06,15,June,Summer,Geneseo,IL,"Geneseo, IL",6
1980-06-15,1980,06,15,June,Summer,Milwaukee,WI,"Milwaukee, WI",8
1980-06-15,1980,06,15,June,Summer,Swansea,MA,"Swansea, MA",6
1980-06-20,1980,06,20,June,Summer,Fort Wayne,IN,"Fort Wayne, IN",6
1980-06-20,1980,06,20,June,Summer,Saginaw,MI,"Saginaw, MI",6
1980-06-20,1980,06,20,June,Summer,San Jose,CA,"San Jose, CA",6
1980-06-21,1980,06,21,June,Summer,Boston,MA,"Boston, MA",8
1980-06-21,1980,06,21,June,Summer,Concord,CA,"Concord, CA",6
1980-06-21,1980,06,21,June,Summer,Dubois,PA,"Dubois, PA",5
1980-06-21,1980,06,21,June,Summer,Ypsilanti,MI,"Ypsilanti, MI",9
1980-06-22,1980,06,22,June,Summer,Grand Rapids,MI,"Grand Rapids, MI",5
1980-06-22,1980,06,22,June,Summer,Harrison,NJ,"Harrison, NJ",5
1980-06-22,1980,06,22,June,Summer,Lafayette,IN,"Lafayette, IN",5
1980-06-25,1980,06,25,June,Summer,Huntington,WV,"Huntington, WV",7
1980-06-26,1980,06,26,June,Summer,Louisville,KY,"Louisville, KY",6
1980-06-27,1980,06,27,June,Summer,Cleveland,TN,"Cleveland, TN",6
1980-06-27,1980,06,27,June,Summer,Clovis,CA,"Clovis, CA",6
1980-06-27,1980,06,27,June,Summer,Dubuque,IA,"Dubuque, IA",6
1980-06-28,1980,06,28,June,Summer,Bridgeport,CT,"Bridgeport, CT",5
1980-06-28,1980,06,28,June,Summer,Cedar Rapids,IA,"Cedar Rapids, IA",5
1980-06-28,1980,06,28,June,Summer,Liverpool,NY,"Liverpool, NY",5
1980-06-28,1980,06,28,June,Summer,Madison,WI,"Madison, WI",6
1980-06-28,1980,06,28,June,Summer,Modesto,CA,"Modesto, CA",7
1980-06-28,1980,06,28,June,Summer,Oradell,NJ,"Oradell, NJ",5
1980-06-28,1980,06,28,June,Summer,Penn Argyll,PA,"Penn Argyll, PA",4
1980-06-28,1980,06,28,June,Summer,Rome,NY,"Rome, NY",4
1980-06-28,1980,06,28,June,Summer,Wausau,WI,"Wausau, WI",3
1980-06-29,1980,06,29,June,Summer,Atlanta,GA,"Atlanta, GA",7
1980-06-29,1980,06,29,June,Summer,Decorah,IA,"Decorah, IA",6
1980-06-29,1980,06,29,June,Summer,Rockford,IL,"Rockford, IL",6
1980-06-29,1980,06,29,June,Summer,Sacramento,CA,"Sacramento, CA",7
1980-06-30,1980,06,30,June,Summer,Omaha,NE,"Omaha, NE",6
1980-06-30,1980,06,30,June,Summer,Port Huron,MI,"Port Huron, MI",6
1980-07-01,1980,07,01,July,Summer,Kitchner,Ontario,"Kitchner, Ontario",5
1980-07-01,1980,07,01,July,Summer,Wichita,KS,"Wichita, KS",6
1980-07-02,1980,07,02,July,Summer,Oklahoma City,OK,"Oklahoma City, OK",6
1980-07-02,1980,07,02,July,Summer,Saint Petersburg,FL,"Saint Petersburg, FL",8
1980-07-03,1980,07,03,July,Summer,Austin,TX,"Austin, TX",6
1980-07-03,1980,07,03,July,Summer,Miami,FL,"Miami, FL",6
1980-07-03,1980,07,03,July,Summer,Montreal,Quebec,"Montreal, Quebec",7
1980-07-03,1980,07,03,July,Summer,Wheaton,IL,"Wheaton, IL",6
1980-07-04,1980,07,04,July,Summer,Columbus,WI,"Columbus, WI",3
1980-07-04,1980,07,04,July,Summer,Elmhurst,IL,"Elmhurst, IL",6
1980-07-04,1980,07,04,July,Summer,Plainfield,IL,"Plainfield, IL",6
1980-07-04,1980,07,04,July,Summer,Stockton,CA,"Stockton, CA",8
1980-07-05,1980,07,05,July,Summer,Dallas,TX,"Dallas, TX",6
1980-07-05,1980,07,05,July,Summer,Fort Walton Beach,FL,"Fort Walton Beach, FL",6
1980-07-05,1980,07,05,July,Summer,Malden,MA,"Malden, MA",7
1980-07-05,1980,07,05,July,Summer,Midland,PA,"Midland, PA",4
1980-07-05,1980,07,05,July,Summer,Oak Creek,WI,"Oak Creek, WI",5
1980-07-05,1980,07,05,July,Summer,Rochester,NY,"Rochester, NY",5
1980-07-05,1980,07,05,July,Summer,San Jose,CA,"San Jose, CA",7
1980-07-06,1980,07,06,July,Summer,Dixon,IL,"Dixon, IL",6
1980-07-06,1980,07,06,July,Summer,East Troy,WI,"East Troy, WI",5
1980-07-06,1980,07,06,July,Summer,Garfield,NJ,"Garfield, NJ",6
1980-07-06,1980,07,06,July,Summer,Monterey,CA,"Monterey, CA",7
1980-07-06,1980,07,06,July,Summer,New Orleans,LA,"New Orleans, LA",7
1980-07-07,1980,07,07,July,Summer,Hanover,PA,"Hanover, PA",7
1980-07-08,1980,07,08,July,Summer,Memphis,TN,"Memphis, TN",5
1980-07-09,1980,07,09,July,Summer,Akron,OH,"Akron, OH",6
1980-07-09,1980,07,09,July,Summer,Columbus,OH,"Columbus, OH",6
1980-07-09,1980,07,09,July,Summer,Huntington,WV,"Huntington, WV",4
1980-07-10,1980,07,10,July,Summer,Cincinnati,OH,"Cincinnati, OH",6
1980-07-10,1980,07,10,July,Summer,Indianapolis,IN,"Indianapolis, IN",7
1980-07-10,1980,07,10,July,Summer,Whitewater,WI,"Whitewater, WI",29
1980-07-11,1980,07,11,July,Summer,Dolton,IL,"Dolton, IL",7
1980-07-11,1980,07,11,July,Summer,Riverside,CA,"Riverside, CA",5
1980-07-12,1980,07,12,July,Summer,Los Angeles,CA,"Los Angeles, CA",5
1980-07-12,1980,07,12,July,Summer,North Canton,OH,"North Canton, OH",5
1980-07-12,1980,07,12,July,Summer,Rutherford,NJ,"Rutherford, NJ",6
1980-07-12,1980,07,12,July,Summer,Whitewater,WI,"Whitewater, WI",12
1980-07-13,1980,07,13,July,Summer,Dayton,OH,"Dayton, OH",8
1980-07-13,1980,07,13,July,Summer,Erie,PA,"Erie, PA",5
1980-07-13,1980,07,13,July,Summer,Madison,WI,"Madison, WI",5
1980-07-13,1980,07,13,July,Summer,Racine,WI,"Racine, WI",6
1980-07-19,1980,07,19,July,Summer,Carlisle,PA,"Carlisle, PA",5
1980-07-19,1980,07,19,July,Summer,Providence,RI,"Providence, RI",5
1980-07-19,1980,07,19,July,Summer,Scarborough,Ontario,"Scarborough, Ontario",12
1980-07-23,1980,07,23,July,Summer,Boise,ID,"Boise, ID",4
1980-07-25,1980,07,25,July,Summer,Casper,WY,"Casper, WY",4
1980-07-25,1980,07,25,July,Summer,Corning,NY,"Corning, NY",8
1980-07-25,1980,07,25,July,Summer,Elk Grove Village,IL,"Elk Grove Village, IL",7
1980-07-25,1980,07,25,July,Summer,Liverpool,NY,"Liverpool, NY",6
1980-07-26,1980,07,26,July,Summer,Ansonia,CT,"Ansonia, CT",5
1980-07-26,1980,07,26,July,Summer,DeKalb,IL,"DeKalb, IL",32
1980-07-26,1980,07,26,July,Summer,Denver,CO,"Denver, CO",7
1980-07-26,1980,07,26,July,Summer,Ithaca,NY,"Ithaca, NY",33
1980-07-26,1980,07,26,July,Summer,Scranton,PA,"Scranton, PA",6
1980-07-27,1980,07,27,July,Summer,Horicon,WI,"Horicon, WI",7
1980-07-27,1980,07,27,July,Summer,Jersey City,NJ,"Jersey City, NJ",5
1980-07-27,1980,07,27,July,Summer,McHenry,IL,"McHenry, IL",6
1980-07-28,1980,07,28,July,Summer,Sioux City,IA,"Sioux City, IA",5
1980-07-30,1980,07,30,July,Summer,Stillwater,MN,"Stillwater, MN",6
1980-08-01,1980,08,01,August,Summer,Marion,OH,"Marion, OH",31
1980-08-01,1980,08,01,August,Summer,Whitewater,WI,"Whitewater, WI",8
1980-08-02,1980,08,02,August,Summer,Hamilton,Ontario,"Hamilton, Ontario",7
1980-08-02,1980,08,02,August,Summer,Lewistown,PA,"Lewistown, PA",5
1980-08-02,1980,08,02,August,Summer,Lynn,MA,"Lynn, MA",26
1980-08-02,1980,08,02,August,Summer,Marion,OH,"Marion, OH",30
1980-08-02,1980,08,02,August,Summer,Michigan City,IN,"Michigan City, IN",7
1980-08-03,1980,08,03,August,Summer,Hamilton,Ontario,"Hamilton, Ontario",23
1980-08-04,1980,08,04,August,Summer,Toledo,OH,"Toledo, OH",10
1980-08-06,1980,08,06,August,Summer,Butler,PA,"Butler, PA",33
1980-08-06,1980,08,06,August,Summer,Revere,MA,"Revere, MA",6
1980-08-07,1980,08,07,August,Summer,Boston,MA,"Boston, MA",12
1980-08-08,1980,08,08,August,Summer,Bayonne,NJ,"Bayonne, NJ",6
1980-08-09,1980,08,09,August,Summer,Allentown,PA,"DCI East Championship Prelims",25
1980-08-09,1980,08,09,August,Summer,Allentown,PA,"DCI East Championship Finals",12
1980-08-09,1980,08,09,August,Summer,Rochester,NY,"Rochester, NY",9
